id,text,module,section
REQ-0249,The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,Functional,PROMISE-exp
REQ-0250,The estimator shall search for available recycled parts using damaged vehicle parts information.,Functional,PROMISE-exp
REQ-0251,The estimator shall search for available recycled parts using a list of preferred parts suppliers.,Functional,PROMISE-exp
REQ-0252,The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,Functional,PROMISE-exp
REQ-0253,The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,Functional,PROMISE-exp
REQ-0254,The system shall retain the available recycled parts and suppliers returned from the search.,Functional,PROMISE-exp
REQ-0255,The available recycled parts information and their suppliers shall be returned to the user.,Functional,PROMISE-exp
REQ-0256,The estimator shall apply selected recycled parts to the collision estimate.,Functional,PROMISE-exp
REQ-0257,The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.,Functional,PROMISE-exp
REQ-0258,The adjuster shall review the collision estimate.,Functional,PROMISE-exp
REQ-0259,The adjuster shall request a recycled parts audit of the collision estimate.,Functional,PROMISE-exp
REQ-0260,The recycled parts search results provided to the estimator shall be retrieved by the system.,Functional,PROMISE-exp
REQ-0261,The system shall generate an audit report based on the available recycled parts and the collision estimate.,Functional,PROMISE-exp
REQ-0262,The audit report shall include the total number of recycled parts used in the estimate.,Functional,PROMISE-exp
REQ-0263,The audit report shall include the number of available recycled parts from the original search results.,Functional,PROMISE-exp
REQ-0264,The audit report shall include the percentage of available recycled parts used in the estimate,Functional,PROMISE-exp
REQ-0265,The audit report shall include the total score of the audit which sums the indivual line items.,Functional,PROMISE-exp
REQ-0266,The audit report shall be displayed to the user.,Functional,PROMISE-exp
REQ-0267,The audit report shall be available to other adjusters at later points in time.,Functional,PROMISE-exp
REQ-0268,The user shall select to view the preferred repair facility ratings.,Functional,PROMISE-exp
REQ-0269,The current repair facility ratings shall be displayed to the user.,Functional,PROMISE-exp
REQ-0270,The system will display a blank set of ratings if there are not ratings yet defined.,Functional,PROMISE-exp
REQ-0271,The user shall enter new ratings based on the audit report,Functional,PROMISE-exp
REQ-0272,The ratings shall be from a scale of 1-10,Functional,PROMISE-exp
REQ-0273,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,Functional,PROMISE-exp
REQ-0274,The user shall select to save the preferred repair facility ratings.,Functional,PROMISE-exp
REQ-0275,The preferred repair facility ratings shall be saved by the system.,Functional,PROMISE-exp
REQ-0276,The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,Operational,PROMISE-exp
REQ-0277,The product will function alongside server software on any operating system where the Java runtime can be installed.,Operational,PROMISE-exp
REQ-0278,The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,Operational,PROMISE-exp
REQ-0279,The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.,Operational,PROMISE-exp
REQ-0280,A database management system such as Oracle  DB2  MySql or HSQL will need to be integrated with the product.,Operational,PROMISE-exp
REQ-0281,The product\92s Look and Feel shall be able to incorporate aspects of the customer\92s organization such as logo  branding  and identity,Look-and-Feel,PROMISE-exp
REQ-0282,The product shall have a conservative and professional appearance.,Look-and-Feel,PROMISE-exp
REQ-0283,The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,Usability,PROMISE-exp
REQ-0284,The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,Usability,PROMISE-exp
REQ-0285,The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,Usability,PROMISE-exp
REQ-0286,The product shall allow the user to select a chosen language from one of the target market countries.,Usability,PROMISE-exp
REQ-0287,The product shall allow for customization of start page and views preferences.,Usability,PROMISE-exp
REQ-0288,An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,Usability,PROMISE-exp
REQ-0289,The product shall use a standard navigation menu familiar to most web users.,Usability,PROMISE-exp
REQ-0290,The product shall allow for intuitive searching of available conference rooms.,Usability,PROMISE-exp
REQ-0291,The product shall conform to the Americans with Disabilities Act.,Usability,PROMISE-exp
REQ-0292,The response shall be fast enough to avoid interrupting the user\92s flow of thought.  90% of tasks shall complete within 5 seconds.  98% of tasks shall complete within 8 seconds.,Performance,PROMISE-exp
REQ-0293,Aside from server failure  the software product shall achieve 99.99% up time.,Availability,PROMISE-exp
REQ-0294,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,Fault-Tolerance,PROMISE-exp
REQ-0295,The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,Scalability,PROMISE-exp
REQ-0296,The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.,Scalability,PROMISE-exp
REQ-0297,The product shall be expected to operate for at least 5 years for each customer installation.,Scalability,PROMISE-exp
REQ-0298,The product shall be used in office environments.,Operational,PROMISE-exp
REQ-0299,The product must be able to interface with any HTML browser.  The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).,Operational,PROMISE-exp
REQ-0300,The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.,Operational,PROMISE-exp
REQ-0301,The product must be able to interface with various email servers. The product shall be able to send email.,Operational,PROMISE-exp
REQ-0302,The product shall be available for distribution via the Internet as a binary or ZIP file.,Operational,PROMISE-exp
REQ-0303,The product shall be available for distribution as a packaged CD.,Operational,PROMISE-exp
REQ-0304,The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.,Operational,PROMISE-exp
REQ-0305,A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.,Usability,PROMISE-exp
REQ-0306,The product must be designed using Design Patterns and coding best practices.  90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.,Maintainability,PROMISE-exp
REQ-0307,The product must be highly configurable for use with various database management systems for the end users.  80% of end users are able to integrate new database management systems with the product without changing the product\92s software code.,Maintainability,PROMISE-exp
REQ-0308,Maintenance releases will be offered to customers once a year.  The releases shall take no longer than 5 minutes for 80% of the customer base to install.,Maintainability,PROMISE-exp
REQ-0309,Every registered user will have access to the product\92s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,Usability,PROMISE-exp
REQ-0310,The customer shall be able to easily integrate new building maps with the product throughout the product\92s lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.,Maintainability,PROMISE-exp
REQ-0311,The product shall be translated into foreign languages other than the target market countries\92 languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market\92s language.,Usability,PROMISE-exp
REQ-0312,The product is expected to integrate with multiple database management systems. The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,Operational,PROMISE-exp
REQ-0313,The product shall be able to be installed in any operating environment within 2 days.,Operational,PROMISE-exp
REQ-0314,The product shall ensure that only company employees or external users with company-approved user IDs may have product access.  100% of all logons shall be by either company employees or external users with company-approved user IDs.,Security,PROMISE-exp
REQ-0315,Only managers are able to perform search queries for reservations by user.  100% of all search queries for reservations by user shall be from logons of only management logons.,Security,PROMISE-exp
REQ-0316,The product shall ensure that the database\92s data corresponds to the data entered by the user.  Each conference room reservation in the system will contain the same information as was entered by the user.,Security,PROMISE-exp
REQ-0317,The product shall prevent the input of malicious data.  The product and/or adjacent hardware/software systems\92 data shall remain 100% uncorrupted each time malicious data is input into the product.,Security,PROMISE-exp
REQ-0318,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.  The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,Fault-Tolerance,PROMISE-exp
REQ-0319,The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.,Security,PROMISE-exp
REQ-0320,The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.,Scalability,PROMISE-exp
REQ-0321,The product shall be able to display calendar dates and times according to the user\92s locale.  90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,Usability,PROMISE-exp
REQ-0322,The product must be developed with the J2SE/J2EE programming language libraries,Operational,PROMISE-exp
REQ-0323,The product shall record meeting entries.,Functional,PROMISE-exp
REQ-0324,The product will notify employees of meeting invitations.,Functional,PROMISE-exp
REQ-0325,The product shall have the ability to send meeting reminders to employees.,Functional,PROMISE-exp
REQ-0326,The product shall assign the organizers contact information to each meeting they create.,Functional,PROMISE-exp
REQ-0327,The product will record meeting acknowledgements.,Functional,PROMISE-exp
REQ-0328,The product shall store new conference rooms.,Functional,PROMISE-exp
REQ-0329,The product shall update existing conference rooms.,Functional,PROMISE-exp
REQ-0330,The product will be able to delete conference rooms.,Functional,PROMISE-exp
REQ-0331,The product shall be able to store new room equipment.,Functional,PROMISE-exp
REQ-0332,The product will update existing room equipment.,Functional,PROMISE-exp
REQ-0333,The product shall be able to delete room equipment.,Functional,PROMISE-exp
REQ-0334,The product shall allow an organizer to invite other employees to meetings.,Functional,PROMISE-exp
REQ-0335,Each time a conference room is reserved  the conference room schedule shall be updated to reflect the time and date of the reservation.,Functional,PROMISE-exp
REQ-0336,The product shall record the transportation status of equipment reserved.,Functional,PROMISE-exp
REQ-0337,The product shall display a map of the company building showing conference room locations.,Functional,PROMISE-exp
REQ-0338,The product shall record updated meeting agendas.,Functional,PROMISE-exp
REQ-0339,The product shall send a meeting confirmation to the meeting organizer.,Functional,PROMISE-exp
REQ-0340,The product shall display room equipment according to search parameters.,Functional,PROMISE-exp
REQ-0341,The product shall display conference rooms according to search parameters.,Functional,PROMISE-exp
REQ-0342,The product shall record different meeting types.,Functional,PROMISE-exp
REQ-0343,The product shall record all the equipment that has been reserved.,Functional,PROMISE-exp
REQ-0344,The product shall notify building personnel of equipment transport requests.,Functional,PROMISE-exp
REQ-0345,The product will allow priviledged users to view meeting schedules in multiple reporting views.,Functional,PROMISE-exp
REQ-0346,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,Functional,PROMISE-exp
REQ-0347,The product shall have a customizable Look and Feel.,Functional,PROMISE-exp
REQ-0348,The product shall have an intuitive user interface.,Functional,PROMISE-exp
REQ-0349,The product will display an available status for unreserved conference rooms.,Functional,PROMISE-exp
REQ-0350,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,Performance,PROMISE-exp
REQ-0351,The System shall allow for a minimum of  6 users to work at the same time.,Performance,PROMISE-exp
REQ-0352,The System shall utilize currently owned computer equipment.,Operational,PROMISE-exp
REQ-0353,The System shall be able to automatically backup business data and restore them on demand.,Operational,PROMISE-exp
REQ-0354,The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.,Security,PROMISE-exp
REQ-0355,The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.,Security,PROMISE-exp
REQ-0356,The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.,Legal,PROMISE-exp
REQ-0357,The System shall not require additional third party licenses resulting in royalty fees.,Operational,PROMISE-exp
REQ-0358,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,Functional,PROMISE-exp
REQ-0359,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,Functional,PROMISE-exp
REQ-0360,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,Functional,PROMISE-exp
REQ-0361,The System shall allow entering  storing and modifying product formulas.,Functional,PROMISE-exp
REQ-0362,Product formulas shall allow use of semi-products  which have own formulas.,Functional,PROMISE-exp
REQ-0363,Product formula ingredients shall allow defining substitutionary ingredients.,Functional,PROMISE-exp
REQ-0364,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,Functional,PROMISE-exp
REQ-0365,Formula substitutionary ingredients shall be kept in persisted order,Functional,PROMISE-exp
REQ-0366,Product shall allow entering  storing and modifying product menus used by POS terminals.,Functional,PROMISE-exp
REQ-0367,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,Functional,PROMISE-exp
REQ-0368,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,Functional,PROMISE-exp
REQ-0369,PME Subsystem shall allow for a product to exist in more than one submenu,Functional,PROMISE-exp
REQ-0370,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,Functional,PROMISE-exp
REQ-0371,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,Functional,PROMISE-exp
REQ-0372,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,Functional,PROMISE-exp
REQ-0373,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,Performance,PROMISE-exp
REQ-0374,Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,Performance,PROMISE-exp
REQ-0375,System shall let customers register on the website as a \93pay as you go\94 user in under 5 minutes.,Performance,PROMISE-exp
REQ-0376,System shall let customers register on the website as a \93unlimited movie subscriber\94 user in under 10 minutes.,Performance,PROMISE-exp
REQ-0377,System shall let existing customers log into the website with their email address and password in under 5 seconds.,Performance,PROMISE-exp
REQ-0378,System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.,Performance,PROMISE-exp
REQ-0379,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.,Performance,PROMISE-exp
REQ-0380,System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.,Performance,PROMISE-exp
REQ-0381,System shall let the administrator add/remove categories on the website in under 5 minutes.,Performance,PROMISE-exp
REQ-0382,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,Performance,PROMISE-exp
REQ-0383,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,Performance,PROMISE-exp
REQ-0384,The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.,Look-and-Feel,PROMISE-exp
REQ-0385,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,Look-and-Feel,PROMISE-exp
REQ-0386,The website design should be modern  clean  and concise.,Look-and-Feel,PROMISE-exp
REQ-0387,The product should be able to be used by 90% of novice users on the Internet.,Usability,PROMISE-exp
REQ-0388,Users should only have to navigate through a maximum of 4 pages  to create an account with the website.,Usability,PROMISE-exp
REQ-0389,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,Usability,PROMISE-exp
REQ-0390,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,Usability,PROMISE-exp
REQ-0391,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,Usability,PROMISE-exp
REQ-0392,The product shall retain the customer\92s buying preferences and information.,Usability,PROMISE-exp
REQ-0393,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,Usability,PROMISE-exp
REQ-0394,The product shall use symbols and words that are naturally understandable by users familiar with websites,Usability,PROMISE-exp
REQ-0395,The website will use standard Internet conventions when interacting with the user.,Usability,PROMISE-exp
REQ-0396,Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.,Performance,PROMISE-exp
REQ-0397,When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.,Performance,PROMISE-exp
REQ-0398,When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user\92s connection.),Performance,PROMISE-exp
REQ-0399,While streaming a movie  buffering should only occur if there is latency in the user\92s connection.,Performance,PROMISE-exp
REQ-0400,All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.,Security,PROMISE-exp
REQ-0401,The website shall be available for use 24 hours per day  365 days per year.,Availability,PROMISE-exp
REQ-0402,The website shall achieve 99.5% up time.,Availability,PROMISE-exp
REQ-0403,All movies shall be streamed on demand  at any time of the day.,Availability,PROMISE-exp
REQ-0404,The website shall continue to operate if the streaming server goes down.,Fault-Tolerance,PROMISE-exp
REQ-0405,The website shall continue to operate if the payment gateway goes down.,Fault-Tolerance,PROMISE-exp
REQ-0406,The streaming server will support 50 simultaneous streaming connections.,Scalability,PROMISE-exp
REQ-0407,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,Scalability,PROMISE-exp
REQ-0408,The server will support a maximum of 1 000 simultaneous users.,Scalability,PROMISE-exp
REQ-0409,The website shall be capable of supporting 100 000 customers.,Scalability,PROMISE-exp
REQ-0410,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,Maintainability,PROMISE-exp
REQ-0411,All aspects of the website shall be accessed by a web browser over the Internet.,Operational,PROMISE-exp
REQ-0412,The same hardware supporting the current website will be used to support the new system.,Operational,PROMISE-exp
REQ-0413,We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.,Operational,PROMISE-exp
REQ-0414,Website must interface with the CyberSource API to process credit card transactions.,Operational,PROMISE-exp
REQ-0415,Website must be fully operational with MSN TV2.,Operational,PROMISE-exp
REQ-0416,Movies shall be encoded and streamed via Windows Media Player 9.0.,Operational,PROMISE-exp
REQ-0417,Movies shall be encoded for 56k and 256k streams.,Operational,PROMISE-exp
REQ-0418,Promotional updates to the website should take a day to update.,Maintainability,PROMISE-exp
REQ-0419,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,Performance,PROMISE-exp
REQ-0420,Izogn Administrator must be able to add new products to the website within 2 minutes.,Performance,PROMISE-exp
REQ-0421,The system will provide a 24 hour 800 toll free number for support to its customers.,Availability,PROMISE-exp
REQ-0422,The website will provide a help section with answers and solutions to common problems.,Usability,PROMISE-exp
REQ-0423,Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,Availability,PROMISE-exp
REQ-0424,The product shall be able to be installed in the specified environment within 1 working day.,Operational,PROMISE-exp
REQ-0425,Only registered customers can purchase streaming movies.,Security,PROMISE-exp
REQ-0426,A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,Security,PROMISE-exp
REQ-0427,Only authorized personnel can access customer records in the database.,Security,PROMISE-exp
REQ-0428,Only administrators can activate a pre-paid card.,Security,PROMISE-exp
REQ-0429,Only authorized personnel can access sales information.,Security,PROMISE-exp
REQ-0430,The website shall prevent its data from being corrupted when incorrect data is entered in.,Security,PROMISE-exp
REQ-0431,The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,Security,PROMISE-exp
REQ-0432,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,Security,PROMISE-exp
REQ-0433,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.,Security,PROMISE-exp
REQ-0434,The system shall notify customers of changes to its information policy.,Security,PROMISE-exp
REQ-0435,The system shall reveal private information only in compliance with the organization\92s information policy.,Security,PROMISE-exp
REQ-0436,All customer information will be stored on a secure database  accessible only to authorized personnel.,Security,PROMISE-exp
REQ-0437,All credit card information will be encrypted in the database.,Security,PROMISE-exp
REQ-0438,The streaming server will have anti-virus software to prevent infection of malicious viruses.,Security,PROMISE-exp
REQ-0439,The website should cater to all tribes in Nigeria.,Look-and-Feel,PROMISE-exp
REQ-0440,The website shall not be offensive to religious or ethnic groups.,Look-and-Feel,PROMISE-exp
REQ-0441,The website should appeal to all Africans  not only Nigerians.,Look-and-Feel,PROMISE-exp
REQ-0442,The website should use Flash to provide animation on the home page.,Operational,PROMISE-exp
REQ-0443,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,Legal,PROMISE-exp
REQ-0444,The website will comply with W3C standards.,Legal,PROMISE-exp
REQ-0445,The PHP code will comply with PEAR standards.,Legal,PROMISE-exp
REQ-0446,The website will allow customers to search for movies by title  actor  or director.,Functional,PROMISE-exp
REQ-0447,viewing a movie details the website will display the movies description actor and director entered in by the administrator.,Functional,PROMISE-exp
REQ-0448,Website shall request  and authorize credit card payment before allowing a user to stream a movie.,Functional,PROMISE-exp
REQ-0449,shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,Functional,PROMISE-exp
REQ-0450,Website shall allow customers to browse movies by categories entered in by izogn administrator.,Functional,PROMISE-exp
REQ-0451,Website shall allow customers to view reviews of selected movies by other customers.,Functional,PROMISE-exp
REQ-0452,Website shall allow customers to add their own movie review for a selected movie.,Functional,PROMISE-exp
REQ-0453,Website shall allow the Izogn administrator to approve a review posted by a customer.,Functional,PROMISE-exp
REQ-0454,System will allow customers to pay for a streaming movie with a pre-paid card.,Functional,PROMISE-exp
REQ-0455,Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.,Functional,PROMISE-exp
REQ-0456,System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.,Functional,PROMISE-exp
REQ-0457,System shall allow users to update their billing and contact information via the \93My Account\94 section of the website.,Functional,PROMISE-exp
REQ-0458,Pre-paid cards shall be distributed via email or via a printed paper card.,Functional,PROMISE-exp
REQ-0459,Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,Functional,PROMISE-exp
REQ-0460,Website must be able to support free trial periods with various parameters set by the Izogn Manager.,Functional,PROMISE-exp
REQ-0461,All streaming movie sales will be logged in the database  and accessible by the administrator.,Functional,PROMISE-exp
REQ-0462,All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.,Functional,PROMISE-exp
REQ-0463,Daily usage statistics should be logged  and accessible by the administrator.,Functional,PROMISE-exp
REQ-0464,The owner shall have free access to all of the streaming movies.,Functional,PROMISE-exp
REQ-0465,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.,Performance,PROMISE-exp
REQ-0466,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,Performance,PROMISE-exp
REQ-0467,For leads that process longer than 25 seconds the system will record the event and duration,Performance,PROMISE-exp
REQ-0468,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,Performance,PROMISE-exp
REQ-0469,The lead washing process will operate within the established physical web service structure.,Operational,PROMISE-exp
REQ-0470,The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.,Operational,PROMISE-exp
REQ-0471,Defect reports will be available to technical units on a 24x7 basis.,Availability,PROMISE-exp
REQ-0472,Washing parameters will be updated during scheduled maintenance hours.,Maintainability,PROMISE-exp
REQ-0473,The vendor will verify the invalid lead.,Functional,PROMISE-exp
REQ-0474,Vendor will submit a credit validation record to be applied to the enterprise billing system.,Functional,PROMISE-exp
REQ-0475,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,Functional,PROMISE-exp
REQ-0476,The leads washing functionality will validate all leads received by the web service for valid data,Functional,PROMISE-exp
REQ-0477,The leads washing functionality will insert all leads captured by the web service.,Functional,PROMISE-exp
REQ-0478,If the leads score falls within the high average score then it will be process by the ARA functionality.,Functional,PROMISE-exp
REQ-0479,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,Functional,PROMISE-exp
REQ-0480,If the leads score falls within the low average then it will be returned to the supplying vendor,Functional,PROMISE-exp
REQ-0481,The leads washing functionality will compile both contact and academic scoring information for a total score.,Functional,PROMISE-exp
REQ-0482,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,Functional,PROMISE-exp
REQ-0483,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,Functional,PROMISE-exp
REQ-0484,The leads washing functionality will have an interface in which lead data parameters can be maintained.,Functional,PROMISE-exp
REQ-0485,The leads washing functionality will verify the users authentication and rights to make parameter updates.,Functional,PROMISE-exp
REQ-0486,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,Functional,PROMISE-exp
REQ-0487,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,Functional,PROMISE-exp
REQ-0488,The leads washing functionality shall receive a period list of available reps from the enterprise system.,Functional,PROMISE-exp
REQ-0489,The product shall simulate the look of ships at sea.,Look-and-Feel,PROMISE-exp
REQ-0490,The product shall display the grids within a circle as a view from a periscope.,Look-and-Feel,PROMISE-exp
REQ-0491,The product shall display each type of ship in a grid using an image of the specific type of ship.,Look-and-Feel,PROMISE-exp
REQ-0492,When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.,Look-and-Feel,PROMISE-exp
REQ-0493,When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.,Look-and-Feel,PROMISE-exp
REQ-0494,When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,Look-and-Feel,PROMISE-exp
REQ-0495,When a ship is sunk  the product shall simulate the sound of a sinking ship.,Look-and-Feel,PROMISE-exp
REQ-0496,The product shall be available 24 hours per day  seven days per week.,Availability,PROMISE-exp
REQ-0497,The product shall able to handle a large number of games simultaneously.,Performance,PROMISE-exp
REQ-0498,The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,Performance,PROMISE-exp
REQ-0499,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,Performance,PROMISE-exp
REQ-0500,The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.,Usability,PROMISE-exp
REQ-0501,The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.,Usability,PROMISE-exp
REQ-0502,The product shall provide players no access to information that might reveal the identity of another player,Security,PROMISE-exp
REQ-0503,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,Performance,PROMISE-exp
REQ-0504,The product shall maintain a list of players.,Functional,PROMISE-exp
REQ-0505,The product shall allow a user to identify himself or herself as a player.,Functional,PROMISE-exp
REQ-0506,Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,Functional,PROMISE-exp
REQ-0507,The product shall allow a user to remove himself or herself from the list of players at any time.,Functional,PROMISE-exp
REQ-0508,The product shall make inactive players unavailable for selection from the list of players.,Functional,PROMISE-exp
REQ-0509,The product shall remove players who have been inactive for 24 hours from the list of players.,Functional,PROMISE-exp
REQ-0510,The product shall allow a player to initiate a game by selecting another available player from the list of players.,Functional,PROMISE-exp
REQ-0511,Once a game is initiated  the product shall display a defensive grid to each player,Functional,PROMISE-exp
REQ-0512,Once a game is initiated  the product shall display an offensive grid to each player.,Functional,PROMISE-exp
REQ-0513,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,Functional,PROMISE-exp
REQ-0514,Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,Functional,PROMISE-exp
REQ-0515,The product shall allow a player to position ships horizontally on their grid.,Functional,PROMISE-exp
REQ-0516,The product shall allow the player to position ships vertically on their grid.,Functional,PROMISE-exp
REQ-0517,The product shall allow the player to position ships diagonally on their grid,Functional,PROMISE-exp
REQ-0518,The product shall prevent the player from overlapping ships on their grid.,Functional,PROMISE-exp
REQ-0519,When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,Functional,PROMISE-exp
REQ-0520,For each turn  the product shall identify one player as offensive status and one player as defensive status.,Functional,PROMISE-exp
REQ-0521,The product shall maintain the status of each player for a turn  either offensive or defensive.,Functional,PROMISE-exp
REQ-0522,At the start of each turn  the product shall notify each player of his or her status.,Functional,PROMISE-exp
REQ-0523,For each turn  the product shall allow the offensive player to define a shot.,Functional,PROMISE-exp
REQ-0524,For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,Functional,PROMISE-exp
