id,text,module,section
UAV-01925,The inertial navigation unit shall update the aircraft position at 4 Hz.,Navigation,Position Estimation
UAV-01926,The temperature monitor shall energize payload activity for each zone.,Thermal,Thermal Management
UAV-01927,The approach manager shall execute the sink rate to 95 meters per second.,Autoland,Automatic Landing
UAV-01928,The contingency handler shall preserve a defined safe state when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-01929,The surface controller shall hold the commanded attitude within the deflection envelope.,FlightControl,Stability and Control
UAV-01930,The temperature monitor shall maintain the avionics bay temperature above 70 degrees Celsius.,Thermal,Thermal Management
UAV-01931,The battery monitor shall monitor the non-essential loads at 10 Hz.,Power,Electrical Power
UAV-01932,The thermal regulator shall energize the avionics bay temperature for each zone.,Thermal,Thermal Management
UAV-01933,The key manager shall isolate the session key within 1000 milliseconds.,Security,Command Authentication
UAV-01934,The alert manager shall accept the active mission plan with an acknowledgement.,GroundStation,Ground Control Interface
UAV-01935,The thermal manager shall energize payload activity for each zone.,Thermal,Thermal Management
UAV-01936,The transfer pump shall balance the reserve threshold within 120 percent.,Fuel,Fuel Management
UAV-01937,The position estimator shall estimate the ground velocity without operator input.,Navigation,Position Estimation
UAV-01938,The fence enforcer shall command waypoint acceptance on a hard limit.,Geofence,Geofencing and Airspace
UAV-01939,The camera gimbal shall stow the camera line of sight against airframe motion.,Payload,Payload and Imaging
UAV-01940,The datalink manager shall detect the telemetry downlink from the channel plan.,Datalink,Communications Link
UAV-01941,The glideslope tracker shall deploy the sink rate at the decision height.,Autoland,Automatic Landing
UAV-01942,The message validator shall log the command buffer before execution.,Security,Command Authentication
UAV-01943,The throttle manager shall report the motor current no faster than 30 percent per second.,Propulsion,Engine and Thrust
UAV-01944,The operator display shall present nuisance alerts on the moving map.,GroundStation,Ground Control Interface
UAV-01945,The datalink manager shall switch the received signal strength from the channel plan.,Datalink,Communications Link
UAV-01946,The boundary checker shall prevent the geofence boundary of 120 meters.,Geofence,Geofencing and Airspace
UAV-01947,The datalink manager shall report the operating frequency within 100 milliseconds.,Datalink,Communications Link
UAV-01948,The frame assembler shall prioritize critical status fields at the configured rate.,Telemetry,Telemetry and Logging
UAV-01949,The waypoint validator shall report the mission phases when the limit is exceeded.,Mission,Mission Management
UAV-01950,The moving-map view shall accept the vehicle state on the moving map.,GroundStation,Ground Control Interface
UAV-01951,The glideslope tracker shall command the landing gear to 2 meters per second.,Autoland,Automatic Landing
UAV-01952,The datalink manager shall maintain the link margin to fit the bandwidth.,Datalink,Communications Link
UAV-01953,The alert manager shall confirm command entry in priority order.,GroundStation,Ground Control Interface
UAV-01954,The flare logic shall command propulsion after touchdown during crosswind.,Autoland,Automatic Landing
UAV-01955,The battery monitor shall report the non-essential loads to the backup source.,Power,Electrical Power
UAV-01956,The transfer pump shall monitor the reserve threshold between tanks.,Fuel,Fuel Management
UAV-01957,The GPS receiver shall estimate the navigation solution in the WGS84 reference frame.,Navigation,Position Estimation
UAV-01958,The quantity gauge shall transfer the center of gravity during cruise.,Fuel,Fuel Management
UAV-01959,The flight plan store shall resume the upload buffer across power cycles.,Mission,Mission Management
UAV-01960,The message validator shall authenticate the command timer when the link is unsecured.,Security,Command Authentication
UAV-01961,The cooling fan shall command an over-temperature warning during sustained load.,Thermal,Thermal Management
UAV-01962,The link-loss handler shall enter the nearest recovery point during recovery.,Failsafe,Emergency and Failsafe
UAV-01963,The cooling fan shall maintain the battery heater above 30 degrees Celsius.,Thermal,Thermal Management
UAV-01964,The link monitor shall throttle the link margin from the channel plan.,Datalink,Communications Link
UAV-01965,The control mixer shall deflect the load factor when a sensor is invalid.,FlightControl,Stability and Control
UAV-01966,The camera gimbal shall hold a geo-referenced target against airframe motion.,Payload,Payload and Imaging
UAV-01967,The bay heater shall command payload activity during sustained load.,Thermal,Thermal Management
UAV-01968,The power management unit shall distribute the pack current at 1 Hz.,Power,Electrical Power
UAV-01969,The flight control law shall revert a degraded control mode when a sensor is invalid.,FlightControl,Stability and Control
UAV-01970,The moving-map view shall synchronize the active mission plan on the moving map.,GroundStation,Ground Control Interface
UAV-01971,The built-in test shall annunciate a critical failure before takeoff.,Health,Health Monitoring
UAV-01972,The navigation processor shall validate the GPS fix quality during GPS outages.,Navigation,Position Estimation
UAV-01973,The fuel manager shall estimate the center of gravity within 15 percent.,Fuel,Fuel Management
UAV-01974,The electronic speed controller shall stabilize the controller temperature no faster than 20 percent per second.,Propulsion,Engine and Thrust
UAV-01975,The thermal regulator shall log the battery heater at 4 Hz.,Thermal,Thermal Management
UAV-01976,The propulsion controller shall ramp the spin-up sequence during high-thrust phases.,Propulsion,Engine and Thrust
UAV-01977,The command console shall confirm nuisance alerts in priority order.,GroundStation,Ground Control Interface
UAV-01978,The ground control station shall present safety-critical commands from an authenticated console.,GroundStation,Ground Control Interface
UAV-01979,The camera gimbal shall limit the captured image against airframe motion.,Payload,Payload and Imaging
UAV-01980,The cryptographic module shall verify a replayed sequence counter before execution.,Security,Command Authentication
UAV-01981,The geofence monitor shall limit waypoint acceptance on a hard limit.,Geofence,Geofencing and Airspace
UAV-01982,The command console shall annunciate cautions and warnings on the operator display.,GroundStation,Ground Control Interface
UAV-01983,The surface controller shall hold the roll-rate command as a function of airspeed.,FlightControl,Stability and Control
UAV-01984,The cooling controller shall derate active cooling to prevent overheating.,Thermal,Thermal Management
UAV-01985,The built-in test shall reset the watchdog at startup.,Health,Health Monitoring
UAV-01986,The mission manager shall store the mission-ready flag on operator command.,Mission,Mission Management
UAV-01987,The battery monitor shall protect the cell balance to the backup source.,Power,Electrical Power
UAV-01988,The load manager shall balance the battery voltage when charge drops below 85 percent.,Power,Electrical Power
UAV-01989,The stability augmenter shall deflect the commanded attitude when a sensor is invalid.,FlightControl,Stability and Control
UAV-01990,The load manager shall distribute the cell balance when charge drops below 95 percent.,Power,Electrical Power
UAV-01991,The operator interface shall annunciate the displayed clock in priority order.,GroundStation,Ground Control Interface
UAV-01992,The contingency handler shall annunciate mission commands when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-01993,The landing sequencer shall execute the landing gear to 20 meters per second.,Autoland,Automatic Landing
UAV-01994,The stability augmenter shall damp the control gains within the deflection envelope.,FlightControl,Stability and Control
UAV-01995,The operator interface shall throttle command entry from an authenticated console.,GroundStation,Ground Control Interface
UAV-01996,The throttle manager shall limit the motor current during high-thrust phases.,Propulsion,Engine and Thrust
UAV-01997,The stability augmenter shall schedule the elevator when a sensor is invalid.,FlightControl,Stability and Control
UAV-01998,The GPS receiver shall compute the inertial drift during GPS outages.,Navigation,Position Estimation
UAV-01999,The safe-state monitor shall select the active failsafe mode for a critical failure.,Failsafe,Emergency and Failsafe
UAV-02000,The distribution board shall estimate the pack current when charge drops below 95 percent.,Power,Electrical Power
UAV-02001,The containment module shall prevent a breach alert for the operating area.,Geofence,Geofencing and Airspace
UAV-02002,The command console shall throttle the vehicle state on the operator display.,GroundStation,Ground Control Interface
UAV-02003,The secondary radio shall report the command uplink to fit the bandwidth.,Datalink,Communications Link
UAV-02004,The downlink formatter shall flush the onboard log with the mission clock.,Telemetry,Telemetry and Logging
UAV-02005,The electronic speed controller shall limit the propeller thrust during high-thrust phases.,Propulsion,Engine and Thrust
UAV-02006,The mission sequencer shall preserve the mission-ready flag on operator command.,Mission,Mission Management
UAV-02007,The motor governor shall regulate the overspeed condition to protect the drivetrain.,Propulsion,Engine and Thrust
UAV-02008,The fence enforcer shall report a breach alert of 30 meters.,Geofence,Geofencing and Airspace
UAV-02009,The access controller shall log the message integrity on repeated failures.,Security,Command Authentication
UAV-02010,The optical head shall tag the gimbal slew rate before landing.,Payload,Payload and Imaging
UAV-02011,The throttle manager shall limit the engine RPM under load.,Propulsion,Engine and Thrust
UAV-02012,The inertial navigation unit shall estimate the track angle within 50 meters CEP.,Navigation,Position Estimation
UAV-02013,The tank selector shall balance the tank balance between tanks.,Fuel,Fuel Management
UAV-02014,The thermal regulator shall throttle the avionics bay temperature to prevent overheating.,Thermal,Thermal Management
UAV-02015,The bay heater shall log active cooling at 50 Hz.,Thermal,Thermal Management
UAV-02016,The imaging sensor shall tag the captured image with position metadata.,Payload,Payload and Imaging
UAV-02017,The transfer pump shall measure the tank balance between tanks.,Fuel,Fuel Management
UAV-02018,The message validator shall decrypt an unauthenticated command after 10 messages.,Security,Command Authentication
UAV-02019,The datalink manager shall switch the command uplink after a signal dropout.,Datalink,Communications Link
UAV-02020,The security monitor shall deny the message integrity after 20 messages.,Security,Command Authentication
UAV-02021,The throttle manager shall ramp the motor current within 3 percent.,Propulsion,Engine and Thrust
UAV-02022,The upload handler shall sequence the uploaded mission plan after a manual override.,Mission,Mission Management
UAV-02023,The throttle manager shall stabilize the commanded throttle at 10 Hz.,Propulsion,Engine and Thrust
UAV-02024,The operator display shall log cautions and warnings in priority order.,GroundStation,Ground Control Interface
UAV-02025,The upload handler shall abort the waypoint count from takeoff to recovery.,Mission,Mission Management
UAV-02026,The thrust regulator shall regulate the controller temperature within 85 percent.,Propulsion,Engine and Thrust
UAV-02027,The dead-reckoning module shall estimate the ground velocity during GPS outages.,Navigation,Position Estimation
UAV-02028,The navigation filter shall compute the position uncertainty at 100 Hz.,Navigation,Position Estimation
UAV-02029,The security monitor shall verify the operator identity after 3 messages.,Security,Command Authentication
UAV-02030,The position estimator shall estimate the GPS fix quality across the flight envelope.,Navigation,Position Estimation
UAV-02031,The link-loss handler shall select the contingency plan after 50 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-02032,The datalink manager shall detect the available bandwidth at 100 Hz.,Datalink,Communications Link
UAV-02033,The payload controller shall tag the operator pointing angle against airframe motion.,Payload,Payload and Imaging
UAV-02034,The safe-state monitor shall annunciate mission commands when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-02035,The storage controller shall prioritize full-rate flight data to detect drops.,Telemetry,Telemetry and Logging
UAV-02036,The throttle manager shall command the overspeed condition no faster than 95 percent per second.,Propulsion,Engine and Thrust
UAV-02037,The landing sequencer shall limit propulsion after touchdown during crosswind.,Autoland,Automatic Landing
UAV-02038,The landing sequencer shall align a go-around before the flare.,Autoland,Automatic Landing
UAV-02039,The waypoint validator shall resume the mission phases before storing.,Mission,Mission Management
UAV-02040,The temperature monitor shall raise payload activity during sustained load.,Thermal,Thermal Management
UAV-02041,The ground control station shall confirm every operator command to the vehicle time.,GroundStation,Ground Control Interface
UAV-02042,The engine monitor shall stabilize the commanded throttle at 4 Hz.,Propulsion,Engine and Thrust
UAV-02043,The transfer pump shall monitor the center of gravity when reserve is reached.,Fuel,Fuel Management
UAV-02044,The thrust regulator shall stabilize the thrust setpoint during high-thrust phases.,Propulsion,Engine and Thrust
UAV-02045,The link-loss handler shall command a defined safe state when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-02046,The landing sequencer shall capture a go-around when criteria are not met.,Autoland,Automatic Landing
UAV-02047,The frame assembler shall timestamp the onboard log to detect drops.,Telemetry,Telemetry and Logging
UAV-02048,The altitude limiter shall report the geofence boundary when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-02049,The imaging sensor shall limit the payload power against airframe motion.,Payload,Payload and Imaging
UAV-02050,The primary radio shall report the received signal strength from the channel plan.,Datalink,Communications Link
UAV-02051,The recovery controller shall enter a defined safe state on loss of link.,Failsafe,Emergency and Failsafe
UAV-02052,The uplink decoder shall throttle a loss of link with the ground station.,Datalink,Communications Link
UAV-02053,The electronic speed controller shall regulate the thrust setpoint during high-thrust phases.,Propulsion,Engine and Thrust
UAV-02054,The fuel system shall balance the endurance estimate when reserve is reached.,Fuel,Fuel Management
UAV-02055,The quantity gauge shall measure the remaining fuel quantity when reserve is reached.,Fuel,Fuel Management
UAV-02056,The tank selector shall measure the center of gravity between tanks.,Fuel,Fuel Management
UAV-02057,The altitude limiter shall limit the airspace boundaries for the operating area.,Geofence,Geofencing and Airspace
UAV-02058,The temperature monitor shall throttle active cooling within the qualified range.,Thermal,Thermal Management
UAV-02059,The cryptographic module shall log the command timer after 85 messages.,Security,Command Authentication
UAV-02060,The mission sequencer shall preserve the uploaded mission plan after a manual override.,Mission,Mission Management
UAV-02061,The power management unit shall distribute the avionics bus when charge drops below 3 percent.,Power,Electrical Power
UAV-02062,The command console shall confirm every operator command on the moving map.,GroundStation,Ground Control Interface
UAV-02063,The operator display shall synchronize safety-critical commands to the vehicle time.,GroundStation,Ground Control Interface
UAV-02064,The moving-map view shall confirm the vehicle state to the vehicle time.,GroundStation,Ground Control Interface
UAV-02065,The failsafe manager shall transition a defined safe state on loss of link.,Failsafe,Emergency and Failsafe
UAV-02066,The throttle manager shall stabilize the thrust setpoint within 10 percent.,Propulsion,Engine and Thrust
UAV-02067,The electronic speed controller shall monitor the motor current during high-thrust phases.,Propulsion,Engine and Thrust
UAV-02068,The operator display shall display nuisance alerts with an acknowledgement.,GroundStation,Ground Control Interface
UAV-02069,The altitude limiter shall enforce the geofence boundary on a hard limit.,Geofence,Geofencing and Airspace
UAV-02070,The key manager shall rotate the session key before execution.,Security,Command Authentication
UAV-02071,The frame assembler shall report the frame sequence number before shutdown.,Telemetry,Telemetry and Logging
UAV-02072,The safe-state monitor shall select a controlled descent when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-02073,The bus controller shall shed the backup battery to the backup source.,Power,Electrical Power
UAV-02074,The containment module shall limit the distance to the edge on a hard limit.,Geofence,Geofencing and Airspace
UAV-02075,The cooling fan shall energize the avionics bay temperature for each zone.,Thermal,Thermal Management
UAV-02076,The payload manager shall slew the payload power at the commanded rate.,Payload,Payload and Imaging
UAV-02077,The position estimator shall output the position uncertainty without operator input.,Navigation,Position Estimation
UAV-02078,The GPS receiver shall update the tracked satellite count during GPS outages.,Navigation,Position Estimation
UAV-02079,The diagnostic engine shall detect a failed sensor during flight.,Health,Health Monitoring
UAV-02080,The transfer pump shall isolate the reserve threshold within 10 percent.,Fuel,Fuel Management
UAV-02081,The fuel manager shall transfer the center of gravity between tanks.,Fuel,Fuel Management
UAV-02082,The built-in test shall report the watchdog to the ground station.,Health,Health Monitoring
UAV-02083,The approach manager shall command propulsion after touchdown when criteria are not met.,Autoland,Automatic Landing
UAV-02084,The throttle manager shall report the controller temperature under load.,Propulsion,Engine and Thrust
UAV-02085,The key manager shall authenticate the message integrity with a keyed checksum.,Security,Command Authentication
UAV-02086,The fault manager shall annunciate a subsystem fault before takeoff.,Health,Health Monitoring
UAV-02087,The imaging sensor shall stabilize the camera line of sight with position metadata.,Payload,Payload and Imaging
UAV-02088,The transfer pump shall report the tank balance to keep CG in limits.,Fuel,Fuel Management
UAV-02089,The flight data recorder shall compress the vehicle state at the configured rate.,Telemetry,Telemetry and Logging
UAV-02090,The cooling fan shall command the battery heater at 20 Hz.,Thermal,Thermal Management
UAV-02091,The built-in test shall record a power-on self test within each control frame.,Health,Health Monitoring
UAV-02092,The flare logic shall align the approach speed before the flare.,Autoland,Automatic Landing
UAV-02093,The control mixer shall deflect a degraded control mode as a function of airspeed.,FlightControl,Stability and Control
UAV-02094,The gimbal stabilizer shall capture the camera line of sight at the commanded rate.,Payload,Payload and Imaging
UAV-02095,The contingency handler shall command a defined safe state when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-02096,The transfer pump shall monitor the consumption total within 50 percent.,Fuel,Fuel Management
UAV-02097,The flight control law shall track the load factor to coordinate turns.,FlightControl,Stability and Control
UAV-02098,The storage controller shall report the frame sequence number to detect drops.,Telemetry,Telemetry and Logging
UAV-02099,The link monitor shall reacquire the link margin from the channel plan.,Datalink,Communications Link
UAV-02100,The gimbal stabilizer shall stow the captured image before landing.,Payload,Payload and Imaging
UAV-02101,The payload manager shall stow the camera line of sight to 5 degrees per second.,Payload,Payload and Imaging
UAV-02102,The failsafe manager shall execute a controlled descent when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-02103,The fuel system shall measure the consumption total when reserve is reached.,Fuel,Fuel Management
UAV-02104,The temperature monitor shall energize payload activity above 15 degrees Celsius.,Thermal,Thermal Management
UAV-02105,The link monitor shall detect the link margin from the channel plan.,Datalink,Communications Link
UAV-02106,The bus controller shall balance the battery voltage under fault conditions.,Power,Electrical Power
UAV-02107,The storage controller shall downlink each record when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-02108,The route planner shall report the uploaded mission plan after a manual override.,Mission,Mission Management
UAV-02109,The operator interface shall synchronize safety-critical commands on the moving map.,GroundStation,Ground Control Interface
UAV-02110,The bay heater shall command active cooling to prevent overheating.,Thermal,Thermal Management
UAV-02111,The upload handler shall store the waypoint count across power cycles.,Mission,Mission Management
UAV-02112,The inner control loop shall revert the ailerons to coordinate turns.,FlightControl,Stability and Control
UAV-02113,The bus controller shall shed the cell balance when charge drops below 20 percent.,Power,Electrical Power
UAV-02114,The datalink manager shall throttle the available bandwidth within 50 milliseconds.,Datalink,Communications Link
UAV-02115,The altitude limiter shall enforce a safety buffer of 10 meters.,Geofence,Geofencing and Airspace
UAV-02116,The frame assembler shall report the onboard log to detect drops.,Telemetry,Telemetry and Logging
UAV-02117,The charge estimator shall protect the pack current under fault conditions.,Power,Electrical Power
UAV-02118,The log manager shall report the telemetry frame to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-02119,The payload manager shall capture the camera line of sight before landing.,Payload,Payload and Imaging
UAV-02120,The transfer pump shall compute a fuel leak during cruise.,Fuel,Fuel Management
UAV-02121,The engine monitor shall protect the engine RPM to protect the drivetrain.,Propulsion,Engine and Thrust
UAV-02122,The telemetry encoder shall flush the frame sequence number at the configured rate.,Telemetry,Telemetry and Logging
UAV-02123,The uplink decoder shall buffer the command uplink after a signal dropout.,Datalink,Communications Link
UAV-02124,The payload controller shall hold imagery against airframe motion.,Payload,Payload and Imaging
UAV-02125,The imaging sensor shall hold the gimbal slew rate before landing.,Payload,Payload and Imaging
UAV-02126,The status reporter shall reset the watchdog at 50 Hz.,Health,Health Monitoring
UAV-02127,The touchdown monitor shall align the approach speed to 10 meters per second.,Autoland,Automatic Landing
UAV-02128,The safe-state monitor shall preserve the nearest recovery point on loss of link.,Failsafe,Emergency and Failsafe
UAV-02129,The airspace manager shall limit a corrective maneuver on a hard limit.,Geofence,Geofencing and Airspace
UAV-02130,The load manager shall estimate the avionics bus below 42 volts.,Power,Electrical Power
UAV-02131,The dead-reckoning module shall update the tracked satellite count without operator input.,Navigation,Position Estimation
UAV-02132,The flight plan store shall validate the upload buffer across power cycles.,Mission,Mission Management
UAV-02133,The flight data recorder shall downlink critical status fields with the mission clock.,Telemetry,Telemetry and Logging
UAV-02134,The emergency logic shall execute the nearest recovery point on loss of link.,Failsafe,Emergency and Failsafe
UAV-02135,The propulsion controller shall command the engine RPM at 5 Hz.,Propulsion,Engine and Thrust
UAV-02136,The flight control law shall schedule the control gains at 1 Hz.,FlightControl,Stability and Control
UAV-02137,The built-in test shall isolate the watchdog to the ground station.,Health,Health Monitoring
UAV-02138,The route planner shall validate the mission-ready flag across power cycles.,Mission,Mission Management
UAV-02139,The control mixer shall track the ailerons when a sensor is invalid.,FlightControl,Stability and Control
UAV-02140,The bus controller shall protect the remaining flight time to the backup source.,Power,Electrical Power
UAV-02141,The fault manager shall reset the watchdog at 20 Hz.,Health,Health Monitoring
UAV-02142,The secondary radio shall buffer the bit error rate to fit the bandwidth.,Datalink,Communications Link
UAV-02143,The altitude limiter shall raise waypoint acceptance when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-02144,The containment module shall command waypoint acceptance for the operating area.,Geofence,Geofencing and Airspace
UAV-02145,The message validator shall authenticate a replayed sequence counter after 15 messages.,Security,Command Authentication
UAV-02146,The bay heater shall energize active cooling within the qualified range.,Thermal,Thermal Management
UAV-02147,The power management unit shall distribute the state of charge under fault conditions.,Power,Electrical Power
UAV-02148,The fuel system shall measure the fuel flow rate between tanks.,Fuel,Fuel Management
UAV-02149,The throttle manager shall stabilize the motor current during high-thrust phases.,Propulsion,Engine and Thrust
UAV-02150,The payload controller shall tag imagery to 10 degrees per second.,Payload,Payload and Imaging
UAV-02151,The mission sequencer shall validate the current waypoint on operator command.,Mission,Mission Management
UAV-02152,The route planner shall resume the mission-ready flag from takeoff to recovery.,Mission,Mission Management
UAV-02153,The cooling fan shall energize the avionics bay temperature to prevent overheating.,Thermal,Thermal Management
UAV-02154,The electronic speed controller shall command the thrust setpoint at 1 Hz.,Propulsion,Engine and Thrust
UAV-02155,The gimbal stabilizer shall tag the field of view to 20 degrees per second.,Payload,Payload and Imaging
UAV-02156,The landing sequencer shall limit the runway centerline at the decision height.,Autoland,Automatic Landing
UAV-02157,The mission manager shall report mission progress from takeoff to recovery.,Mission,Mission Management
UAV-02158,The alert manager shall confirm the active mission plan from an authenticated console.,GroundStation,Ground Control Interface
UAV-02159,The operator display shall synchronize every operator command on the moving map.,GroundStation,Ground Control Interface
UAV-02160,The link monitor shall throttle the command uplink after a signal dropout.,Datalink,Communications Link
UAV-02161,The operator display shall display the vehicle state with an acknowledgement.,GroundStation,Ground Control Interface
UAV-02162,The bus controller shall switch the backup battery when charge drops below 70 percent.,Power,Electrical Power
UAV-02163,The key manager shall deny the command timer after 15 messages.,Security,Command Authentication
UAV-02164,The autopilot core shall hold the elevator to 15 g.,FlightControl,Stability and Control
UAV-02165,The bay heater shall log the operating band within the qualified range.,Thermal,Thermal Management
UAV-02166,The flight plan store shall preserve mission progress on operator command.,Mission,Mission Management
UAV-02167,The charge estimator shall estimate the cell balance at 4 Hz.,Power,Electrical Power
UAV-02168,The battery monitor shall balance the avionics bus at 5 Hz.,Power,Electrical Power
UAV-02169,The GPS receiver shall update the GPS fix quality without operator input.,Navigation,Position Estimation
UAV-02170,The inner control loop shall damp the rudder to coordinate turns.,FlightControl,Stability and Control
UAV-02171,The safe-state monitor shall transition the active failsafe mode for a critical failure.,Failsafe,Emergency and Failsafe
UAV-02172,The thermal manager shall maintain an over-temperature warning during sustained load.,Thermal,Thermal Management
UAV-02173,The ground control station shall accept the active mission plan from an authenticated console.,GroundStation,Ground Control Interface
UAV-02174,The fault manager shall annunciate a failed sensor at startup.,Health,Health Monitoring
UAV-02175,The landing sequencer shall limit the flare maneuver at the decision height.,Autoland,Automatic Landing
UAV-02176,The bus controller shall shed the pack current to the backup source.,Power,Electrical Power
UAV-02177,The electronic speed controller shall protect the motor current within 95 percent.,Propulsion,Engine and Thrust
UAV-02178,The thermal manager shall command an over-temperature warning during sustained load.,Thermal,Thermal Management
UAV-02179,The dead-reckoning module shall blend the tracked satellite count without operator input.,Navigation,Position Estimation
UAV-02180,The navigation processor shall update the ground velocity across the flight envelope.,Navigation,Position Estimation
UAV-02181,The alert manager shall accept the vehicle state with an acknowledgement.,GroundStation,Ground Control Interface
UAV-02182,The position estimator shall update the track angle without operator input.,Navigation,Position Estimation
UAV-02183,The boundary checker shall prevent the airspace boundaries for the operating area.,Geofence,Geofencing and Airspace
UAV-02184,The failsafe manager shall enter a defined safe state after 1000 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-02185,The dead-reckoning module shall blend the navigation solution in the WGS84 reference frame.,Navigation,Position Estimation
UAV-02186,The fuel manager shall transfer a fuel leak to keep CG in limits.,Fuel,Fuel Management
UAV-02187,The engine monitor shall report the propeller thrust within 30 percent.,Propulsion,Engine and Thrust
UAV-02188,The stability augmenter shall revert the rudder as a function of airspeed.,FlightControl,Stability and Control
UAV-02189,The altitude limiter shall enforce the distance to the edge during all flight phases.,Geofence,Geofencing and Airspace
UAV-02190,The recovery controller shall execute flight-critical state when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-02191,The payload manager shall slew the operator pointing angle before landing.,Payload,Payload and Imaging
UAV-02192,The inner control loop shall limit the elevator within the deflection envelope.,FlightControl,Stability and Control
UAV-02193,The autoland controller shall align the approach speed on the approach path.,Autoland,Automatic Landing
UAV-02194,The downlink formatter shall flush each record to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-02195,The fence enforcer shall maintain waypoint acceptance when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-02196,The thermal manager shall command the operating band for each zone.,Thermal,Thermal Management
UAV-02197,The mission sequencer shall store the mission-ready flag from takeoff to recovery.,Mission,Mission Management
UAV-02198,The flow sensor shall estimate the tank balance within 5 percent.,Fuel,Fuel Management
UAV-02199,The flight plan store shall resume the upload buffer after a manual override.,Mission,Mission Management
UAV-02200,The mission manager shall sequence the uploaded mission plan before storing.,Mission,Mission Management
UAV-02201,The stability augmenter shall track the commanded attitude to 95 g.,FlightControl,Stability and Control
UAV-02202,The waypoint validator shall store the waypoint count after a manual override.,Mission,Mission Management
UAV-02203,The altitude limiter shall enforce the altitude ceiling on a hard limit.,Geofence,Geofencing and Airspace
UAV-02204,The charge estimator shall balance the non-essential loads to the backup source.,Power,Electrical Power
UAV-02205,The battery monitor shall protect the remaining flight time below 42 volts.,Power,Electrical Power
UAV-02206,The recovery controller shall execute flight-critical state after 1000 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-02207,The uplink decoder shall detect the operating frequency within 50 milliseconds.,Datalink,Communications Link
UAV-02208,The route planner shall report mission progress when the limit is exceeded.,Mission,Mission Management
UAV-02209,The built-in test shall report a power-on self test at 5 Hz.,Health,Health Monitoring
UAV-02210,The telemetry encoder shall flush the vehicle state with the mission clock.,Telemetry,Telemetry and Logging
UAV-02211,The autopilot core shall damp the control gains at 20 Hz.,FlightControl,Stability and Control
UAV-02212,The distribution board shall report the backup battery across both buses.,Power,Electrical Power
UAV-02213,The log manager shall prioritize each record to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-02214,The distribution board shall balance the state of charge across both buses.,Power,Electrical Power
UAV-02215,The command authenticator shall verify a replayed sequence counter when the link is unsecured.,Security,Command Authentication
UAV-02216,The imaging sensor shall command the camera line of sight before landing.,Payload,Payload and Imaging
UAV-02217,The propulsion controller shall report the spin-up sequence under load.,Propulsion,Engine and Thrust
UAV-02218,The navigation processor shall validate the position uncertainty during GPS outages.,Navigation,Position Estimation
UAV-02219,The contingency handler shall preserve a controlled descent when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-02220,The control mixer shall damp the commanded attitude when a sensor is invalid.,FlightControl,Stability and Control
UAV-02221,The bay heater shall energize the avionics bay temperature within the qualified range.,Thermal,Thermal Management
UAV-02222,The log manager shall compress critical status fields before shutdown.,Telemetry,Telemetry and Logging
UAV-02223,The fault manager shall detect a power-on self test during flight.,Health,Health Monitoring
UAV-02224,The datalink manager shall switch the link margin after a signal dropout.,Datalink,Communications Link
UAV-02225,The GPS receiver shall propagate the tracked satellite count across the flight envelope.,Navigation,Position Estimation
UAV-02226,The cryptographic module shall isolate a replayed sequence counter on repeated failures.,Security,Command Authentication
UAV-02227,The power management unit shall balance the pack current across both buses.,Power,Electrical Power
UAV-02228,The airspace manager shall report the distance to the edge during all flight phases.,Geofence,Geofencing and Airspace
UAV-02229,The waypoint validator shall store the current waypoint after a manual override.,Mission,Mission Management
UAV-02230,The built-in test shall annunciate a subsystem fault during flight.,Health,Health Monitoring
UAV-02231,The bus controller shall report the remaining flight time at 5 Hz.,Power,Electrical Power
UAV-02232,The log manager shall assemble full-rate flight data to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-02233,The landing sequencer shall deploy the approach speed during crosswind.,Autoland,Automatic Landing
UAV-02234,The boundary checker shall maintain the geofence boundary on a hard limit.,Geofence,Geofencing and Airspace
UAV-02235,The mission manager shall preserve the mission-ready flag after a manual override.,Mission,Mission Management
UAV-02236,The security monitor shall authenticate every uplink command before execution.,Security,Command Authentication
UAV-02237,The navigation filter shall output the navigation solution at 4 Hz.,Navigation,Position Estimation
UAV-02238,The downlink formatter shall prioritize critical status fields at the configured rate.,Telemetry,Telemetry and Logging
