id,text,module,section
UAV-05269,The failsafe manager shall command the active failsafe mode during recovery.,Failsafe,Emergency and Failsafe
UAV-05270,The route planner shall reject the upload buffer before storing.,Mission,Mission Management
UAV-05271,The route planner shall preserve the mission phases across power cycles.,Mission,Mission Management
UAV-05272,The position estimator shall validate the navigation solution within 95 meters CEP.,Navigation,Position Estimation
UAV-05273,The cooling fan shall command propulsion output to prevent overheating.,Thermal,Thermal Management
UAV-05274,The position estimator shall propagate the track angle at 1 Hz.,Navigation,Position Estimation
UAV-05275,The recovery controller shall annunciate the active failsafe mode after 200 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-05276,The battery monitor shall report the backup battery below 18 volts.,Power,Electrical Power
UAV-05277,The glideslope tracker shall capture the sink rate during crosswind.,Autoland,Automatic Landing
UAV-05278,The contingency handler shall enter the nearest recovery point when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-05279,The throttle manager shall monitor the motor current to protect the drivetrain.,Propulsion,Engine and Thrust
UAV-05280,The thrust regulator shall ramp the spin-up sequence during high-thrust phases.,Propulsion,Engine and Thrust
UAV-05281,The payload manager shall capture imagery at the commanded rate.,Payload,Payload and Imaging
UAV-05282,The autoland controller shall command a go-around at the decision height.,Autoland,Automatic Landing
UAV-05283,The downlink formatter shall prioritize the storage remaining when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-05284,The GPS receiver shall validate the GPS fix quality without operator input.,Navigation,Position Estimation
UAV-05285,The glideslope tracker shall limit the flare maneuver to 5 meters per second.,Autoland,Automatic Landing
UAV-05286,The charge estimator shall switch the pack current when charge drops below 70 percent.,Power,Electrical Power
UAV-05287,The containment module shall report the airspace boundaries of 15 meters.,Geofence,Geofencing and Airspace
UAV-05288,The ground control station shall annunciate the active mission plan on the moving map.,GroundStation,Ground Control Interface
UAV-05289,The flare logic shall capture the sink rate when criteria are not met.,Autoland,Automatic Landing
UAV-05290,The throttle manager shall report the propeller thrust no faster than 120 percent per second.,Propulsion,Engine and Thrust
UAV-05291,The inertial navigation unit shall validate the GPS fix quality without operator input.,Navigation,Position Estimation
UAV-05292,The transfer pump shall isolate the tank balance when reserve is reached.,Fuel,Fuel Management
UAV-05293,The camera gimbal shall capture the captured image at the commanded rate.,Payload,Payload and Imaging
UAV-05294,The emergency logic shall select mission commands after 50 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-05295,The flight data recorder shall downlink the vehicle state before shutdown.,Telemetry,Telemetry and Logging
UAV-05296,The link-loss handler shall select return-to-home after 1000 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-05297,The motor governor shall stabilize the controller temperature within 85 percent.,Propulsion,Engine and Thrust
UAV-05298,The navigation filter shall estimate the GPS fix quality during GPS outages.,Navigation,Position Estimation
UAV-05299,The battery monitor shall protect the backup battery at 10 Hz.,Power,Electrical Power
UAV-05300,The downlink formatter shall report each record to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-05301,The operator display shall log safety-critical commands in priority order.,GroundStation,Ground Control Interface
UAV-05302,The load manager shall monitor the state of charge at 50 Hz.,Power,Electrical Power
UAV-05303,The health monitor shall report a critical failure within each control frame.,Health,Health Monitoring
UAV-05304,The load manager shall monitor the pack current below 42 volts.,Power,Electrical Power
UAV-05305,The landing sequencer shall execute the flare maneuver on the approach path.,Autoland,Automatic Landing
UAV-05306,The watchdog timer shall report a failed sensor within each control frame.,Health,Health Monitoring
UAV-05307,The approach manager shall capture propulsion after touchdown when criteria are not met.,Autoland,Automatic Landing
UAV-05308,The cryptographic module shall authenticate a replayed sequence counter with a keyed checksum.,Security,Command Authentication
UAV-05309,The flare logic shall align the landing gear to 70 meters per second.,Autoland,Automatic Landing
UAV-05310,The gimbal stabilizer shall stabilize imagery against airframe motion.,Payload,Payload and Imaging
UAV-05311,The inertial navigation unit shall compute the ground velocity across the flight envelope.,Navigation,Position Estimation
UAV-05312,The distribution board shall balance the state of charge when charge drops below 70 percent.,Power,Electrical Power
UAV-05313,The log manager shall report each record at the configured rate.,Telemetry,Telemetry and Logging
UAV-05314,The temperature monitor shall energize an over-temperature warning within the qualified range.,Thermal,Thermal Management
UAV-05315,The log manager shall flush the storage remaining to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-05316,The surface controller shall track the elevator when a sensor is invalid.,FlightControl,Stability and Control
UAV-05317,The approach manager shall deploy propulsion after touchdown before the flare.,Autoland,Automatic Landing
UAV-05318,The camera gimbal shall stabilize the gimbal slew rate with position metadata.,Payload,Payload and Imaging
UAV-05319,The flow sensor shall report the center of gravity between tanks.,Fuel,Fuel Management
UAV-05320,The cryptographic module shall decrypt the session key before execution.,Security,Command Authentication
UAV-05321,The cryptographic module shall authenticate the message integrity within 50 milliseconds.,Security,Command Authentication
UAV-05322,The operator display shall display nuisance alerts on the moving map.,GroundStation,Ground Control Interface
UAV-05323,The flow sensor shall measure the center of gravity when reserve is reached.,Fuel,Fuel Management
UAV-05324,The safe-state monitor shall preserve the nearest recovery point through a reset.,Failsafe,Emergency and Failsafe
UAV-05325,The tank selector shall balance a fuel leak for the current mission.,Fuel,Fuel Management
UAV-05326,The motor governor shall stabilize the engine RPM within 10 percent.,Propulsion,Engine and Thrust
UAV-05327,The battery monitor shall shed the remaining flight time below 24 volts.,Power,Electrical Power
UAV-05328,The payload manager shall command the camera line of sight with position metadata.,Payload,Payload and Imaging
UAV-05329,The stability augmenter shall stabilize the control gains at 4 Hz.,FlightControl,Stability and Control
UAV-05330,The airspace manager shall report the airspace boundaries on a hard limit.,Geofence,Geofencing and Airspace
UAV-05331,The navigation processor shall propagate the track angle during GPS outages.,Navigation,Position Estimation
UAV-05332,The fuel system shall measure the center of gravity when reserve is reached.,Fuel,Fuel Management
UAV-05333,The thermal manager shall derate the thermal trend at 100 Hz.,Thermal,Thermal Management
UAV-05334,The message validator shall log the message integrity after 20 messages.,Security,Command Authentication
UAV-05335,The thrust regulator shall protect the overspeed condition within 30 percent.,Propulsion,Engine and Thrust
UAV-05336,The waypoint validator shall abort the waypoint count when the limit is exceeded.,Mission,Mission Management
UAV-05337,The mission sequencer shall report the waypoint count when the limit is exceeded.,Mission,Mission Management
UAV-05338,The command authenticator shall deny a replayed sequence counter with a keyed checksum.,Security,Command Authentication
UAV-05339,The failsafe manager shall command return-to-home during recovery.,Failsafe,Emergency and Failsafe
UAV-05340,The fault manager shall execute a critical failure before takeoff.,Health,Health Monitoring
UAV-05341,The built-in test shall isolate the watchdog at 200 Hz.,Health,Health Monitoring
UAV-05342,The waypoint validator shall validate the active mission after a manual override.,Mission,Mission Management
UAV-05343,The key manager shall isolate a replayed sequence counter after 30 messages.,Security,Command Authentication
UAV-05344,The charge estimator shall balance the remaining flight time to the backup source.,Power,Electrical Power
UAV-05345,The fuel manager shall balance the consumption total within 15 percent.,Fuel,Fuel Management
UAV-05346,The operator display shall display safety-critical commands to the vehicle time.,GroundStation,Ground Control Interface
UAV-05347,The link monitor shall select a loss of link after a signal dropout.,Datalink,Communications Link
UAV-05348,The safe-state monitor shall annunciate a controlled descent during recovery.,Failsafe,Emergency and Failsafe
UAV-05349,The temperature monitor shall raise the battery heater for each zone.,Thermal,Thermal Management
UAV-05350,The motor governor shall command the overspeed condition during high-thrust phases.,Propulsion,Engine and Thrust
UAV-05351,The inertial navigation unit shall validate the aircraft position at 4 Hz.,Navigation,Position Estimation
UAV-05352,The thermal regulator shall log the thermal trend to prevent overheating.,Thermal,Thermal Management
UAV-05353,The quantity gauge shall transfer the reserve threshold during cruise.,Fuel,Fuel Management
UAV-05354,The upload handler shall validate the waypoint count from takeoff to recovery.,Mission,Mission Management
UAV-05355,The charge estimator shall monitor the non-essential loads below 18 volts.,Power,Electrical Power
UAV-05356,The stability augmenter shall stabilize the control gains when a sensor is invalid.,FlightControl,Stability and Control
UAV-05357,The secondary radio shall maintain the received signal strength after a signal dropout.,Datalink,Communications Link
UAV-05358,The operator display shall log cautions and warnings to the vehicle time.,GroundStation,Ground Control Interface
UAV-05359,The upload handler shall reject the upload buffer before storing.,Mission,Mission Management
UAV-05360,The primary radio shall switch the telemetry downlink after a signal dropout.,Datalink,Communications Link
UAV-05361,The surface controller shall limit the control gains when a sensor is invalid.,FlightControl,Stability and Control
UAV-05362,The link monitor shall reacquire the available bandwidth within 20 milliseconds.,Datalink,Communications Link
UAV-05363,The camera gimbal shall limit the gimbal slew rate with position metadata.,Payload,Payload and Imaging
UAV-05364,The failsafe manager shall preserve a controlled descent after 200 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-05365,The transfer pump shall measure the remaining fuel quantity within 30 percent.,Fuel,Fuel Management
UAV-05366,The thrust regulator shall protect the controller temperature during high-thrust phases.,Propulsion,Engine and Thrust
UAV-05367,The emergency logic shall select a defined safe state for a critical failure.,Failsafe,Emergency and Failsafe
UAV-05368,The battery monitor shall shed the remaining flight time across both buses.,Power,Electrical Power
UAV-05369,The datalink manager shall detect the link margin at 5 Hz.,Datalink,Communications Link
UAV-05370,The fence enforcer shall limit the geofence boundary of 15 meters.,Geofence,Geofencing and Airspace
UAV-05371,The downlink formatter shall prioritize the storage remaining to detect drops.,Telemetry,Telemetry and Logging
UAV-05372,The operator display shall annunciate the active mission plan from an authenticated console.,GroundStation,Ground Control Interface
UAV-05373,The datalink manager shall reacquire a loss of link after a signal dropout.,Datalink,Communications Link
UAV-05374,The position estimator shall update the tracked satellite count across the flight envelope.,Navigation,Position Estimation
UAV-05375,The inner control loop shall revert the roll-rate command to 50 g.,FlightControl,Stability and Control
UAV-05376,The autopilot core shall hold the ailerons to 3 g.,FlightControl,Stability and Control
UAV-05377,The airspace manager shall raise a corrective maneuver of 3 meters.,Geofence,Geofencing and Airspace
UAV-05378,The electronic speed controller shall report the spin-up sequence under load.,Propulsion,Engine and Thrust
UAV-05379,The control mixer shall stabilize the control gains as a function of airspeed.,FlightControl,Stability and Control
UAV-05380,The propulsion controller shall protect the overspeed condition no faster than 95 percent per second.,Propulsion,Engine and Thrust
UAV-05381,The imaging sensor shall limit the gimbal slew rate to 30 degrees per second.,Payload,Payload and Imaging
UAV-05382,The approach manager shall execute the runway centerline to 120 meters per second.,Autoland,Automatic Landing
UAV-05383,The link-loss handler shall enter a defined safe state on loss of link.,Failsafe,Emergency and Failsafe
UAV-05384,The downlink formatter shall prioritize the frame sequence number to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-05385,The propulsion controller shall regulate the engine RPM under load.,Propulsion,Engine and Thrust
UAV-05386,The flight data recorder shall record the telemetry frame with the mission clock.,Telemetry,Telemetry and Logging
UAV-05387,The secondary radio shall reacquire a loss of link with the ground station.,Datalink,Communications Link
UAV-05388,The log manager shall flush the telemetry frame when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-05389,The electronic speed controller shall report the motor current during high-thrust phases.,Propulsion,Engine and Thrust
UAV-05390,The navigation processor shall output the GPS fix quality across the flight envelope.,Navigation,Position Estimation
UAV-05391,The motor governor shall command the motor current within 10 percent.,Propulsion,Engine and Thrust
UAV-05392,The flight data recorder shall record the telemetry frame to detect drops.,Telemetry,Telemetry and Logging
UAV-05393,The boundary checker shall limit the geofence boundary when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05394,The flight plan store shall sequence the active mission before storing.,Mission,Mission Management
UAV-05395,The message validator shall reject a replayed sequence counter within 1000 milliseconds.,Security,Command Authentication
UAV-05396,The mission sequencer shall report the waypoint count across power cycles.,Mission,Mission Management
UAV-05397,The route planner shall store the mission phases from takeoff to recovery.,Mission,Mission Management
UAV-05398,The containment module shall raise the geofence boundary during all flight phases.,Geofence,Geofencing and Airspace
UAV-05399,The geofence monitor shall maintain a safety buffer of 3 meters.,Geofence,Geofencing and Airspace
UAV-05400,The watchdog timer shall detect the watchdog at 4 Hz.,Health,Health Monitoring
UAV-05401,The geofence monitor shall report a breach alert of 30 meters.,Geofence,Geofencing and Airspace
UAV-05402,The link-loss handler shall transition the contingency plan on loss of link.,Failsafe,Emergency and Failsafe
UAV-05403,The geofence monitor shall command the altitude ceiling when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05404,The key manager shall authenticate the operator identity within 100 milliseconds.,Security,Command Authentication
UAV-05405,The bus controller shall monitor the backup battery under fault conditions.,Power,Electrical Power
UAV-05406,The altitude limiter shall enforce the altitude ceiling on a hard limit.,Geofence,Geofencing and Airspace
UAV-05407,The thrust regulator shall command the engine RPM under load.,Propulsion,Engine and Thrust
UAV-05408,The bus controller shall balance the pack current at 20 Hz.,Power,Electrical Power
UAV-05409,The thermal regulator shall maintain propulsion output at 200 Hz.,Thermal,Thermal Management
UAV-05410,The emergency logic shall execute the active failsafe mode for a critical failure.,Failsafe,Emergency and Failsafe
UAV-05411,The propulsion controller shall stabilize the motor current under load.,Propulsion,Engine and Thrust
UAV-05412,The downlink scheduler shall switch a loss of link at 100 Hz.,Datalink,Communications Link
UAV-05413,The telemetry encoder shall flush full-rate flight data to detect drops.,Telemetry,Telemetry and Logging
UAV-05414,The fault manager shall detect the diagnostic log to the ground station.,Health,Health Monitoring
UAV-05415,The load manager shall report the cell balance at 200 Hz.,Power,Electrical Power
UAV-05416,The fence enforcer shall limit the altitude ceiling of 95 meters.,Geofence,Geofencing and Airspace
UAV-05417,The access controller shall verify a replayed sequence counter after 85 messages.,Security,Command Authentication
UAV-05418,The approach manager shall capture the approach speed to 120 meters per second.,Autoland,Automatic Landing
UAV-05419,The flight control law shall hold the ailerons to coordinate turns.,FlightControl,Stability and Control
UAV-05420,The throttle manager shall protect the controller temperature at 20 Hz.,Propulsion,Engine and Thrust
UAV-05421,The glideslope tracker shall capture the approach speed to 5 meters per second.,Autoland,Automatic Landing
UAV-05422,The position estimator shall monitor the aircraft position during GPS outages.,Navigation,Position Estimation
UAV-05423,The route planner shall report mission progress when the limit is exceeded.,Mission,Mission Management
UAV-05424,The containment module shall maintain a safety buffer when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05425,The propulsion controller shall command the thrust setpoint within 70 percent.,Propulsion,Engine and Thrust
UAV-05426,The waypoint validator shall reject mission progress from takeoff to recovery.,Mission,Mission Management
UAV-05427,The flight plan store shall validate the active mission when the limit is exceeded.,Mission,Mission Management
UAV-05428,The log manager shall assemble the telemetry frame to detect drops.,Telemetry,Telemetry and Logging
UAV-05429,The command console shall confirm every operator command from an authenticated console.,GroundStation,Ground Control Interface
UAV-05430,The fault manager shall execute a critical failure at 100 Hz.,Health,Health Monitoring
UAV-05431,The touchdown monitor shall disarm the sink rate to 5 meters per second.,Autoland,Automatic Landing
UAV-05432,The quantity gauge shall transfer a fuel leak within 85 percent.,Fuel,Fuel Management
UAV-05433,The mission manager shall report the uploaded mission plan from takeoff to recovery.,Mission,Mission Management
UAV-05434,The flow sensor shall isolate the center of gravity for the current mission.,Fuel,Fuel Management
UAV-05435,The load manager shall monitor the battery voltage below 22 volts.,Power,Electrical Power
UAV-05436,The temperature monitor shall raise payload activity for each zone.,Thermal,Thermal Management
UAV-05437,The failsafe manager shall execute return-to-home on loss of link.,Failsafe,Emergency and Failsafe
UAV-05438,The alert manager shall synchronize the vehicle state from an authenticated console.,GroundStation,Ground Control Interface
UAV-05439,The boundary checker shall enforce a safety buffer when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05440,The tank selector shall measure the endurance estimate between tanks.,Fuel,Fuel Management
UAV-05441,The transfer pump shall isolate a fuel leak to keep CG in limits.,Fuel,Fuel Management
UAV-05442,The battery monitor shall protect the battery voltage at 50 Hz.,Power,Electrical Power
UAV-05443,The optical head shall slew the payload power before landing.,Payload,Payload and Imaging
UAV-05444,The security monitor shall rotate the message integrity before execution.,Security,Command Authentication
UAV-05445,The thermal manager shall energize active cooling within the qualified range.,Thermal,Thermal Management
UAV-05446,The boundary checker shall load the distance to the edge of 50 meters.,Geofence,Geofencing and Airspace
UAV-05447,The secondary radio shall report the received signal strength within 200 milliseconds.,Datalink,Communications Link
UAV-05448,The diagnostic engine shall record the watchdog to the ground station.,Health,Health Monitoring
UAV-05449,The status reporter shall reset a critical failure at 100 Hz.,Health,Health Monitoring
UAV-05450,The flow sensor shall measure the fuel flow rate to keep CG in limits.,Fuel,Fuel Management
UAV-05451,The autoland controller shall capture the runway centerline when criteria are not met.,Autoland,Automatic Landing
UAV-05452,The safe-state monitor shall execute a defined safe state through a reset.,Failsafe,Emergency and Failsafe
UAV-05453,The alert manager shall throttle command entry from an authenticated console.,GroundStation,Ground Control Interface
UAV-05454,The status reporter shall inhibit the diagnostic log before takeoff.,Health,Health Monitoring
UAV-05455,The message validator shall log the operator identity when the link is unsecured.,Security,Command Authentication
UAV-05456,The camera gimbal shall tag the payload power at the commanded rate.,Payload,Payload and Imaging
UAV-05457,The mission sequencer shall abort the uploaded mission plan on operator command.,Mission,Mission Management
UAV-05458,The fault manager shall isolate a power-on self test during flight.,Health,Health Monitoring
UAV-05459,The command authenticator shall decrypt an unauthenticated command after 20 messages.,Security,Command Authentication
UAV-05460,The altitude limiter shall limit waypoint acceptance when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05461,The autoland controller shall command a go-around to 3 meters per second.,Autoland,Automatic Landing
UAV-05462,The frame assembler shall prioritize the storage remaining when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-05463,The operator interface shall throttle the active mission plan from an authenticated console.,GroundStation,Ground Control Interface
UAV-05464,The optical head shall slew a geo-referenced target at the commanded rate.,Payload,Payload and Imaging
UAV-05465,The charge estimator shall monitor the non-essential loads under fault conditions.,Power,Electrical Power
UAV-05466,The power management unit shall switch the avionics bus below 24 volts.,Power,Electrical Power
UAV-05467,The storage controller shall assemble critical status fields before shutdown.,Telemetry,Telemetry and Logging
UAV-05468,The security monitor shall decrypt the session key after 5 messages.,Security,Command Authentication
UAV-05469,The secondary radio shall buffer the telemetry downlink with the ground station.,Datalink,Communications Link
UAV-05470,The security monitor shall reject every uplink command within 20 milliseconds.,Security,Command Authentication
UAV-05471,The safe-state monitor shall annunciate the contingency plan on loss of link.,Failsafe,Emergency and Failsafe
UAV-05472,The load manager shall balance the remaining flight time at 10 Hz.,Power,Electrical Power
UAV-05473,The secondary radio shall detect a loss of link after a signal dropout.,Datalink,Communications Link
UAV-05474,The failsafe manager shall annunciate mission commands on loss of link.,Failsafe,Emergency and Failsafe
UAV-05475,The key manager shall log a replayed sequence counter within 100 milliseconds.,Security,Command Authentication
UAV-05476,The payload controller shall tag the field of view against airframe motion.,Payload,Payload and Imaging
UAV-05477,The gimbal stabilizer shall stabilize the captured image before landing.,Payload,Payload and Imaging
UAV-05478,The inner control loop shall stabilize the commanded attitude when a sensor is invalid.,FlightControl,Stability and Control
UAV-05479,The surface controller shall track the commanded attitude as a function of airspeed.,FlightControl,Stability and Control
UAV-05480,The flight plan store shall reject the upload buffer when the limit is exceeded.,Mission,Mission Management
UAV-05481,The operator display shall confirm nuisance alerts to the vehicle time.,GroundStation,Ground Control Interface
UAV-05482,The glideslope tracker shall command a go-around during crosswind.,Autoland,Automatic Landing
UAV-05483,The distribution board shall switch the remaining flight time under fault conditions.,Power,Electrical Power
UAV-05484,The temperature monitor shall energize active cooling above 5 degrees Celsius.,Thermal,Thermal Management
UAV-05485,The charge estimator shall protect the remaining flight time when charge drops below 85 percent.,Power,Electrical Power
UAV-05486,The distribution board shall distribute the cell balance across both buses.,Power,Electrical Power
UAV-05487,The command console shall annunciate command entry in priority order.,GroundStation,Ground Control Interface
UAV-05488,The payload controller shall limit imagery against airframe motion.,Payload,Payload and Imaging
UAV-05489,The fence enforcer shall limit a safety buffer on a hard limit.,Geofence,Geofencing and Airspace
UAV-05490,The tank selector shall balance the fuel flow rate within 30 percent.,Fuel,Fuel Management
UAV-05491,The payload manager shall stabilize the gimbal slew rate against airframe motion.,Payload,Payload and Imaging
UAV-05492,The electronic speed controller shall protect the motor current no faster than 15 percent per second.,Propulsion,Engine and Thrust
UAV-05493,The airspace manager shall raise the geofence boundary when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05494,The autopilot core shall limit the rudder within the deflection envelope.,FlightControl,Stability and Control
UAV-05495,The downlink formatter shall prioritize critical status fields when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-05496,The command console shall annunciate nuisance alerts on the operator display.,GroundStation,Ground Control Interface
UAV-05497,The flare logic shall reduce propulsion after touchdown during crosswind.,Autoland,Automatic Landing
UAV-05498,The touchdown monitor shall capture the sink rate during crosswind.,Autoland,Automatic Landing
UAV-05499,The fuel manager shall transfer the remaining fuel quantity during cruise.,Fuel,Fuel Management
UAV-05500,The emergency logic shall transition mission commands through a reset.,Failsafe,Emergency and Failsafe
UAV-05501,The command console shall display safety-critical commands on the operator display.,GroundStation,Ground Control Interface
UAV-05502,The secondary radio shall reacquire a loss of link to fit the bandwidth.,Datalink,Communications Link
UAV-05503,The operator display shall accept the displayed clock in priority order.,GroundStation,Ground Control Interface
UAV-05504,The fence enforcer shall load waypoint acceptance when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05505,The temperature monitor shall maintain the battery heater above 95 degrees Celsius.,Thermal,Thermal Management
UAV-05506,The camera gimbal shall hold the captured image to 15 degrees per second.,Payload,Payload and Imaging
UAV-05507,The primary radio shall reacquire the command uplink after a signal dropout.,Datalink,Communications Link
UAV-05508,The autoland controller shall reduce the runway centerline during crosswind.,Autoland,Automatic Landing
UAV-05509,The charge estimator shall estimate the avionics bus at 50 Hz.,Power,Electrical Power
UAV-05510,The engine monitor shall ramp the spin-up sequence at 4 Hz.,Propulsion,Engine and Thrust
UAV-05511,The operator interface shall accept the vehicle state from an authenticated console.,GroundStation,Ground Control Interface
UAV-05512,The camera gimbal shall capture the gimbal slew rate when battery is low.,Payload,Payload and Imaging
UAV-05513,The uplink decoder shall select the received signal strength within 200 milliseconds.,Datalink,Communications Link
UAV-05514,The inertial navigation unit shall output the tracked satellite count in the WGS84 reference frame.,Navigation,Position Estimation
UAV-05515,The cryptographic module shall log an unauthenticated command within 50 milliseconds.,Security,Command Authentication
UAV-05516,The fence enforcer shall command a breach alert for the operating area.,Geofence,Geofencing and Airspace
UAV-05517,The battery monitor shall shed the battery voltage when charge drops below 50 percent.,Power,Electrical Power
UAV-05518,The control mixer shall hold the commanded attitude within the deflection envelope.,FlightControl,Stability and Control
UAV-05519,The throttle manager shall report the overspeed condition at 50 Hz.,Propulsion,Engine and Thrust
UAV-05520,The upload handler shall reject the current waypoint across power cycles.,Mission,Mission Management
UAV-05521,The diagnostic engine shall execute a failed sensor to the ground station.,Health,Health Monitoring
UAV-05522,The storage controller shall assemble the vehicle state before shutdown.,Telemetry,Telemetry and Logging
UAV-05523,The bus controller shall balance the state of charge across both buses.,Power,Electrical Power
UAV-05524,The fence enforcer shall load a corrective maneuver near a no-fly zone.,Geofence,Geofencing and Airspace
UAV-05525,The uplink decoder shall throttle the available bandwidth with the ground station.,Datalink,Communications Link
UAV-05526,The waypoint validator shall reject the mission phases from takeoff to recovery.,Mission,Mission Management
UAV-05527,The navigation filter shall propagate the inertial drift at 10 Hz.,Navigation,Position Estimation
UAV-05528,The link monitor shall select a loss of link at 100 Hz.,Datalink,Communications Link
UAV-05529,The failsafe manager shall preserve a defined safe state on loss of link.,Failsafe,Emergency and Failsafe
UAV-05530,The ground control station shall annunciate the displayed clock from an authenticated console.,GroundStation,Ground Control Interface
UAV-05531,The operator display shall confirm nuisance alerts on the moving map.,GroundStation,Ground Control Interface
UAV-05532,The security monitor shall deny the command timer when the link is unsecured.,Security,Command Authentication
UAV-05533,The failsafe manager shall preserve a controlled descent on loss of link.,Failsafe,Emergency and Failsafe
UAV-05534,The status reporter shall report a failed sensor before takeoff.,Health,Health Monitoring
UAV-05535,The moving-map view shall throttle nuisance alerts on the operator display.,GroundStation,Ground Control Interface
UAV-05536,The failsafe manager shall preserve the active failsafe mode during recovery.,Failsafe,Emergency and Failsafe
UAV-05537,The autoland controller shall align the sink rate when criteria are not met.,Autoland,Automatic Landing
UAV-05538,The bus controller shall switch the cell balance when charge drops below 70 percent.,Power,Electrical Power
UAV-05539,The gimbal stabilizer shall limit imagery when battery is low.,Payload,Payload and Imaging
UAV-05540,The operator interface shall present the active mission plan on the operator display.,GroundStation,Ground Control Interface
UAV-05541,The cryptographic module shall deny the operator identity within 1000 milliseconds.,Security,Command Authentication
UAV-05542,The upload handler shall store the active mission when the limit is exceeded.,Mission,Mission Management
UAV-05543,The throttle manager shall command the thrust setpoint during high-thrust phases.,Propulsion,Engine and Thrust
UAV-05544,The flare logic shall capture the glideslope to 10 meters per second.,Autoland,Automatic Landing
UAV-05545,The surface controller shall damp the elevator to coordinate turns.,FlightControl,Stability and Control
UAV-05546,The ground control station shall accept cautions and warnings on the operator display.,GroundStation,Ground Control Interface
UAV-05547,The mission sequencer shall store the active mission across power cycles.,Mission,Mission Management
UAV-05548,The emergency logic shall preserve the contingency plan when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-05549,The message validator shall authenticate the operator identity after 2 messages.,Security,Command Authentication
UAV-05550,The operator interface shall confirm every operator command on the moving map.,GroundStation,Ground Control Interface
UAV-05551,The GPS receiver shall monitor the position uncertainty within 30 meters CEP.,Navigation,Position Estimation
UAV-05552,The charge estimator shall distribute the battery voltage when charge drops below 15 percent.,Power,Electrical Power
UAV-05553,The waypoint validator shall reject the mission-ready flag from takeoff to recovery.,Mission,Mission Management
UAV-05554,The mission sequencer shall report the uploaded mission plan across power cycles.,Mission,Mission Management
UAV-05555,The inertial navigation unit shall update the track angle in the WGS84 reference frame.,Navigation,Position Estimation
UAV-05556,The secondary radio shall buffer the command uplink after a signal dropout.,Datalink,Communications Link
UAV-05557,The GPS receiver shall validate the position uncertainty within 120 meters CEP.,Navigation,Position Estimation
UAV-05558,The landing sequencer shall execute the flare maneuver to 95 meters per second.,Autoland,Automatic Landing
UAV-05559,The operator display shall throttle the vehicle state from an authenticated console.,GroundStation,Ground Control Interface
UAV-05560,The load manager shall switch the battery voltage at 5 Hz.,Power,Electrical Power
UAV-05561,The mission sequencer shall resume the uploaded mission plan when the limit is exceeded.,Mission,Mission Management
UAV-05562,The built-in test shall annunciate the diagnostic log at startup.,Health,Health Monitoring
UAV-05563,The geofence monitor shall prevent waypoint acceptance when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-05564,The bay heater shall energize an over-temperature warning within the qualified range.,Thermal,Thermal Management
UAV-05565,The downlink scheduler shall buffer the telemetry downlink within 200 milliseconds.,Datalink,Communications Link
UAV-05566,The navigation processor shall monitor the ground velocity at 20 Hz.,Navigation,Position Estimation
UAV-05567,The bay heater shall command the battery heater for each zone.,Thermal,Thermal Management
UAV-05568,The electronic speed controller shall command the propeller thrust within 95 percent.,Propulsion,Engine and Thrust
UAV-05569,The distribution board shall protect the non-essential loads when charge drops below 10 percent.,Power,Electrical Power
UAV-05570,The mission manager shall preserve the mission phases on operator command.,Mission,Mission Management
UAV-05571,The flight control law shall schedule the load factor to 70 g.,FlightControl,Stability and Control
UAV-05572,The transfer pump shall transfer the center of gravity for the current mission.,Fuel,Fuel Management
UAV-05573,The GPS receiver shall blend the position uncertainty across the flight envelope.,Navigation,Position Estimation
UAV-05574,The key manager shall rotate the operator identity after 5 messages.,Security,Command Authentication
UAV-05575,The storage controller shall flush critical status fields to detect drops.,Telemetry,Telemetry and Logging
UAV-05576,The flight plan store shall sequence the current waypoint across power cycles.,Mission,Mission Management
UAV-05577,The autoland controller shall disarm a go-around to 95 meters per second.,Autoland,Automatic Landing
UAV-05578,The propulsion controller shall regulate the controller temperature to protect the drivetrain.,Propulsion,Engine and Thrust
UAV-05579,The GPS receiver shall estimate the ground velocity at 1 Hz.,Navigation,Position Estimation
UAV-05580,The moving-map view shall synchronize safety-critical commands on the operator display.,GroundStation,Ground Control Interface
