id,text,module,section,page,source_doc,requirement_type,criticality
STRESS-0143,The navigation function shall enter inertial fallback when GPS validity is lost. Stress scenario page 36 shall preserve traceability for buffer 7.,Navigation,Sensor Fusion,36,daily_uav_fms_batch_1,functional,medium
STRESS-0144,The system shall maintain the sensor fusion state when required to enter inertial fallback when GPS validity is lost. Stress scenario page 36 shall preserve traceability for buffer 8.,Navigation,Sensor Fusion,36,daily_uav_fms_batch_1,functional,medium
STRESS-0145,The navigation function shall raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 37 shall preserve traceability for buffer 9.,Navigation,Sensor Fusion,37,daily_uav_fms_batch_1,functional,medium
STRESS-0146,The system shall maintain the sensor fusion state when required to raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 37 shall preserve traceability for buffer 10.,Navigation,Sensor Fusion,37,daily_uav_fms_batch_1,functional,medium
STRESS-0147,The navigation function shall publish the selected navigation source to guidance. Stress scenario page 37 shall preserve traceability for buffer 11.,Navigation,Sensor Fusion,37,daily_uav_fms_batch_1,functional,medium
STRESS-0148,The system shall maintain the sensor fusion state when required to publish the selected navigation source to guidance. Stress scenario page 37 shall preserve traceability for buffer 12.,Navigation,Sensor Fusion,37,daily_uav_fms_batch_1,functional,medium
STRESS-0149,The navigation function shall restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 38 shall preserve traceability for buffer 13.,Navigation,Sensor Fusion,38,daily_uav_fms_batch_1,functional,medium
STRESS-0150,The system shall maintain the sensor fusion state when required to restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 38 shall preserve traceability for buffer 14.,Navigation,Sensor Fusion,38,daily_uav_fms_batch_1,functional,medium
STRESS-0151,The guidance function shall select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 38 shall preserve traceability for buffer 15.,Guidance,Waypoint Guidance,38,daily_uav_fms_batch_2,functional,medium
STRESS-0152,The system shall maintain the waypoint guidance state when required to select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 38 shall preserve traceability for buffer 16.,Guidance,Waypoint Guidance,38,daily_uav_fms_batch_2,functional,medium
STRESS-0153,The guidance function shall compute lateral guidance commands from current track and desired path. Stress scenario page 39 shall preserve traceability for buffer 17.,Guidance,Waypoint Guidance,39,daily_uav_fms_batch_2,functional,medium
STRESS-0154,The system shall maintain the waypoint guidance state when required to compute lateral guidance commands from current track and desired path. Stress scenario page 39 shall preserve traceability for buffer 1.,Guidance,Waypoint Guidance,39,daily_uav_fms_batch_2,functional,medium
STRESS-0155,The guidance function shall compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 39 shall preserve traceability for buffer 2.,Guidance,Waypoint Guidance,39,daily_uav_fms_batch_2,functional,medium
STRESS-0156,The system shall maintain the waypoint guidance state when required to compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 39 shall preserve traceability for buffer 3.,Guidance,Waypoint Guidance,39,daily_uav_fms_batch_2,functional,medium
STRESS-0157,The guidance function shall hold the active waypoint when navigation validity is degraded. Stress scenario page 40 shall preserve traceability for buffer 4.,Guidance,Waypoint Guidance,40,daily_uav_fms_batch_2,functional,medium
STRESS-0158,The system shall maintain the waypoint guidance state when required to hold the active waypoint when navigation validity is degraded. Stress scenario page 40 shall preserve traceability for buffer 5.,Guidance,Waypoint Guidance,40,daily_uav_fms_batch_2,functional,medium
STRESS-0159,The guidance function shall output guidance mode status to telemetry. Stress scenario page 40 shall preserve traceability for buffer 6.,Guidance,Waypoint Guidance,40,daily_uav_fms_batch_2,functional,medium
STRESS-0160,The system shall maintain the waypoint guidance state when required to output guidance mode status to telemetry. Stress scenario page 40 shall preserve traceability for buffer 7.,Guidance,Waypoint Guidance,40,daily_uav_fms_batch_2,functional,medium
STRESS-0161,The flight control function shall allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 41 shall preserve traceability for buffer 8.,Flight Control,Automatic Mode,41,daily_uav_fms_batch_2,functional,high
STRESS-0162,The system shall maintain the automatic mode state when required to allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 41 shall preserve traceability for buffer 9.,Flight Control,Automatic Mode,41,daily_uav_fms_batch_2,functional,high
STRESS-0163,The flight control function shall exit automatic mode when pilot override is detected. Stress scenario page 41 shall preserve traceability for buffer 10.,Flight Control,Automatic Mode,41,daily_uav_fms_batch_2,functional,high
STRESS-0164,The system shall maintain the automatic mode state when required to exit automatic mode when pilot override is detected. Stress scenario page 41 shall preserve traceability for buffer 11.,Flight Control,Automatic Mode,41,daily_uav_fms_batch_2,functional,high
STRESS-0165,The flight control function shall limit lateral control command rate to the configured bound. Stress scenario page 42 shall preserve traceability for buffer 12.,Flight Control,Automatic Mode,42,daily_uav_fms_batch_2,functional,high
STRESS-0166,The system shall maintain the automatic mode state when required to limit lateral control command rate to the configured bound. Stress scenario page 42 shall preserve traceability for buffer 13.,Flight Control,Automatic Mode,42,daily_uav_fms_batch_2,functional,high
STRESS-0167,The flight control function shall limit vertical control command rate to the configured bound. Stress scenario page 42 shall preserve traceability for buffer 14.,Flight Control,Automatic Mode,42,daily_uav_fms_batch_2,functional,high
STRESS-0168,The system shall maintain the automatic mode state when required to limit vertical control command rate to the configured bound. Stress scenario page 42 shall preserve traceability for buffer 15.,Flight Control,Automatic Mode,42,daily_uav_fms_batch_2,functional,high
STRESS-0169,The flight control function shall inhibit arming when any flight-control self-test fails. Stress scenario page 43 shall preserve traceability for buffer 16.,Flight Control,Automatic Mode,43,daily_uav_fms_batch_2,functional,high
STRESS-0170,The system shall maintain the automatic mode state when required to inhibit arming when any flight-control self-test fails. Stress scenario page 43 shall preserve traceability for buffer 17.,Flight Control,Automatic Mode,43,daily_uav_fms_batch_2,functional,high
STRESS-0171,The power management function shall estimate remaining battery capacity from voltage current and temperature. Stress scenario page 43 shall preserve traceability for buffer 1.,Power Management,Battery Readiness,43,daily_uav_fms_batch_2,functional,high
STRESS-0172,The system shall maintain the battery readiness state when required to estimate remaining battery capacity from voltage current and temperature. Stress scenario page 43 shall preserve traceability for buffer 2.,Power Management,Battery Readiness,43,daily_uav_fms_batch_2,functional,high
STRESS-0173,The power management function shall inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 44 shall preserve traceability for buffer 3.,Power Management,Battery Readiness,44,daily_uav_fms_batch_2,functional,high
STRESS-0174,The system shall maintain the battery readiness state when required to inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 44 shall preserve traceability for buffer 4.,Power Management,Battery Readiness,44,daily_uav_fms_batch_2,functional,high
STRESS-0175,The power management function shall inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 44 shall preserve traceability for buffer 5.,Power Management,Battery Readiness,44,daily_uav_fms_batch_2,functional,high
STRESS-0176,The system shall maintain the battery readiness state when required to inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 44 shall preserve traceability for buffer 6.,Power Management,Battery Readiness,44,daily_uav_fms_batch_2,functional,high
STRESS-0177,The power management function shall publish battery readiness status to mission management. Stress scenario page 45 shall preserve traceability for buffer 7.,Power Management,Battery Readiness,45,daily_uav_fms_batch_2,functional,high
STRESS-0178,The system shall maintain the battery readiness state when required to publish battery readiness status to mission management. Stress scenario page 45 shall preserve traceability for buffer 8.,Power Management,Battery Readiness,45,daily_uav_fms_batch_2,functional,high
STRESS-0179,The power management function shall record battery health trend data for maintenance. Stress scenario page 45 shall preserve traceability for buffer 9.,Power Management,Battery Readiness,45,daily_uav_fms_batch_2,functional,high
STRESS-0180,The system shall maintain the battery readiness state when required to record battery health trend data for maintenance. Stress scenario page 45 shall preserve traceability for buffer 10.,Power Management,Battery Readiness,45,daily_uav_fms_batch_2,functional,high
STRESS-0181,The communications function shall detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 46 shall preserve traceability for buffer 11.,Communications,Lost Link,46,daily_uav_fms_batch_2,functional,medium
STRESS-0182,The system shall maintain the lost link state when required to detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 46 shall preserve traceability for buffer 12.,Communications,Lost Link,46,daily_uav_fms_batch_2,functional,medium
STRESS-0183,The communications function shall enter lost-link behavior after the lost_link timer expires. Stress scenario page 46 shall preserve traceability for buffer 13.,Communications,Lost Link,46,daily_uav_fms_batch_2,functional,medium
STRESS-0184,The system shall maintain the lost link state when required to enter lost-link behavior after the lost_link timer expires. Stress scenario page 46 shall preserve traceability for buffer 14.,Communications,Lost Link,46,daily_uav_fms_batch_2,functional,medium
STRESS-0185,The communications function shall retry command acknowledgement within three seconds. Stress scenario page 47 shall preserve traceability for buffer 15.,Communications,Lost Link,47,daily_uav_fms_batch_2,functional,medium
STRESS-0186,The system shall maintain the lost link state when required to retry command acknowledgement within three seconds. Stress scenario page 47 shall preserve traceability for buffer 16.,Communications,Lost Link,47,daily_uav_fms_batch_2,functional,medium
STRESS-0187,The communications function shall queue telemetry packets while the downlink is unavailable. Stress scenario page 47 shall preserve traceability for buffer 17.,Communications,Lost Link,47,daily_uav_fms_batch_2,functional,medium
STRESS-0188,The system shall maintain the lost link state when required to queue telemetry packets while the downlink is unavailable. Stress scenario page 47 shall preserve traceability for buffer 1.,Communications,Lost Link,47,daily_uav_fms_batch_2,functional,medium
STRESS-0189,The communications function shall flush queued telemetry after link recovery. Stress scenario page 48 shall preserve traceability for buffer 2.,Communications,Lost Link,48,daily_uav_fms_batch_2,functional,medium
STRESS-0190,The system shall maintain the lost link state when required to flush queued telemetry after link recovery. Stress scenario page 48 shall preserve traceability for buffer 3.,Communications,Lost Link,48,daily_uav_fms_batch_2,functional,medium
STRESS-0191,The payload control function shall reject payload slew commands that exceed configured motion limits. Stress scenario page 48 shall preserve traceability for buffer 4.,Payload Control,Payload Motion,48,daily_uav_fms_batch_2,functional,medium
STRESS-0192,The system shall maintain the payload motion state when required to reject payload slew commands that exceed configured motion limits. Stress scenario page 48 shall preserve traceability for buffer 5.,Payload Control,Payload Motion,48,daily_uav_fms_batch_2,functional,medium
STRESS-0193,The payload control function shall stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 49 shall preserve traceability for buffer 6.,Payload Control,Payload Motion,49,daily_uav_fms_batch_2,functional,medium
STRESS-0194,The system shall maintain the payload motion state when required to stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 49 shall preserve traceability for buffer 7.,Payload Control,Payload Motion,49,daily_uav_fms_batch_2,functional,medium
STRESS-0195,The payload control function shall publish payload pointing status to telemetry. Stress scenario page 49 shall preserve traceability for buffer 8.,Payload Control,Payload Motion,49,daily_uav_fms_batch_2,functional,medium
STRESS-0196,The system shall maintain the payload motion state when required to publish payload pointing status to telemetry. Stress scenario page 49 shall preserve traceability for buffer 9.,Payload Control,Payload Motion,49,daily_uav_fms_batch_2,functional,medium
STRESS-0197,The payload control function shall hold payload position during automatic mode exit. Stress scenario page 50 shall preserve traceability for buffer 10.,Payload Control,Payload Motion,50,daily_uav_fms_batch_2,functional,medium
STRESS-0198,The system shall maintain the payload motion state when required to hold payload position during automatic mode exit. Stress scenario page 50 shall preserve traceability for buffer 11.,Payload Control,Payload Motion,50,daily_uav_fms_batch_2,functional,medium
STRESS-0199,The payload control function shall log payload constraint violations for maintenance review. Stress scenario page 50 shall preserve traceability for buffer 12.,Payload Control,Payload Motion,50,daily_uav_fms_batch_2,functional,medium
STRESS-0200,The system shall maintain the payload motion state when required to log payload constraint violations for maintenance review. Stress scenario page 50 shall preserve traceability for buffer 13.,Payload Control,Payload Motion,50,daily_uav_fms_batch_2,functional,medium
STRESS-0201,The health monitoring function shall run power-on self-test before enabling mission functions. Stress scenario page 51 shall preserve traceability for buffer 14.,Health Monitoring,Fault Response,51,daily_uav_fms_batch_2,functional,medium
STRESS-0202,The system shall maintain the fault response state when required to run power-on self-test before enabling mission functions. Stress scenario page 51 shall preserve traceability for buffer 15.,Health Monitoring,Fault Response,51,daily_uav_fms_batch_2,functional,medium
STRESS-0203,The health monitoring function shall aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 51 shall preserve traceability for buffer 16.,Health Monitoring,Fault Response,51,daily_uav_fms_batch_2,functional,medium
STRESS-0204,The system shall maintain the fault response state when required to aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 51 shall preserve traceability for buffer 17.,Health Monitoring,Fault Response,51,daily_uav_fms_batch_2,functional,medium
STRESS-0205,The health monitoring function shall raise emergency response when critical health flags are active. Stress scenario page 52 shall preserve traceability for buffer 1.,Health Monitoring,Fault Response,52,daily_uav_fms_batch_2,functional,medium
STRESS-0206,The system shall maintain the fault response state when required to raise emergency response when critical health flags are active. Stress scenario page 52 shall preserve traceability for buffer 2.,Health Monitoring,Fault Response,52,daily_uav_fms_batch_2,functional,medium
STRESS-0207,The health monitoring function shall store health-monitor events in the event log. Stress scenario page 52 shall preserve traceability for buffer 3.,Health Monitoring,Fault Response,52,daily_uav_fms_batch_2,functional,medium
STRESS-0208,The system shall maintain the fault response state when required to store health-monitor events in the event log. Stress scenario page 52 shall preserve traceability for buffer 4.,Health Monitoring,Fault Response,52,daily_uav_fms_batch_2,functional,medium
STRESS-0209,The health monitoring function shall clear transient health flags only after the configured debounce timer. Stress scenario page 53 shall preserve traceability for buffer 5.,Health Monitoring,Fault Response,53,daily_uav_fms_batch_2,functional,medium
STRESS-0210,The system shall maintain the fault response state when required to clear transient health flags only after the configured debounce timer. Stress scenario page 53 shall preserve traceability for buffer 6.,Health Monitoring,Fault Response,53,daily_uav_fms_batch_2,functional,medium
STRESS-0211,The software update function shall verify software update package signature before installation. Stress scenario page 53 shall preserve traceability for buffer 7.,Software Update,Update Safety,53,daily_uav_fms_batch_2,functional,high
STRESS-0212,The system shall maintain the update safety state when required to verify software update package signature before installation. Stress scenario page 53 shall preserve traceability for buffer 8.,Software Update,Update Safety,53,daily_uav_fms_batch_2,functional,high
STRESS-0213,The software update function shall reject update packages with an invalid rollback marker. Stress scenario page 54 shall preserve traceability for buffer 9.,Software Update,Update Safety,54,daily_uav_fms_batch_2,functional,high
STRESS-0214,The system shall maintain the update safety state when required to reject update packages with an invalid rollback marker. Stress scenario page 54 shall preserve traceability for buffer 10.,Software Update,Update Safety,54,daily_uav_fms_batch_2,functional,high
STRESS-0215,The software update function shall preserve the previous software image until post-update self-test passes. Stress scenario page 54 shall preserve traceability for buffer 11.,Software Update,Update Safety,54,daily_uav_fms_batch_2,functional,high
STRESS-0216,The system shall maintain the update safety state when required to preserve the previous software image until post-update self-test passes. Stress scenario page 54 shall preserve traceability for buffer 12.,Software Update,Update Safety,54,daily_uav_fms_batch_2,functional,high
STRESS-0217,The software update function shall block mission launch while update installation is in progress. Stress scenario page 55 shall preserve traceability for buffer 13.,Software Update,Update Safety,55,daily_uav_fms_batch_2,functional,high
STRESS-0218,The system shall maintain the update safety state when required to block mission launch while update installation is in progress. Stress scenario page 55 shall preserve traceability for buffer 14.,Software Update,Update Safety,55,daily_uav_fms_batch_2,functional,high
STRESS-0219,The software update function shall record software update result in the maintenance log. Stress scenario page 55 shall preserve traceability for buffer 15.,Software Update,Update Safety,55,daily_uav_fms_batch_2,functional,high
STRESS-0220,The system shall maintain the update safety state when required to record software update result in the maintenance log. Stress scenario page 55 shall preserve traceability for buffer 16.,Software Update,Update Safety,55,daily_uav_fms_batch_2,functional,high
STRESS-0221,The telemetry function shall generate telemetry frames containing navigation guidance power and health data. Stress scenario page 56 shall preserve traceability for buffer 17.,Telemetry,Reporting,56,daily_uav_fms_batch_2,functional,medium
STRESS-0222,The system shall maintain the reporting state when required to generate telemetry frames containing navigation guidance power and health data. Stress scenario page 56 shall preserve traceability for buffer 1.,Telemetry,Reporting,56,daily_uav_fms_batch_2,functional,medium
STRESS-0223,The telemetry function shall tag telemetry frames with source timestamp and sequence number. Stress scenario page 56 shall preserve traceability for buffer 2.,Telemetry,Reporting,56,daily_uav_fms_batch_2,functional,medium
STRESS-0224,The system shall maintain the reporting state when required to tag telemetry frames with source timestamp and sequence number. Stress scenario page 56 shall preserve traceability for buffer 3.,Telemetry,Reporting,56,daily_uav_fms_batch_2,functional,medium
STRESS-0225,The telemetry function shall drop telemetry frames that exceed the configured payload size. Stress scenario page 57 shall preserve traceability for buffer 4.,Telemetry,Reporting,57,daily_uav_fms_batch_2,functional,medium
STRESS-0226,The system shall maintain the reporting state when required to drop telemetry frames that exceed the configured payload size. Stress scenario page 57 shall preserve traceability for buffer 5.,Telemetry,Reporting,57,daily_uav_fms_batch_2,functional,medium
STRESS-0227,The telemetry function shall publish emergency telemetry immediately after emergency response entry. Stress scenario page 57 shall preserve traceability for buffer 6.,Telemetry,Reporting,57,daily_uav_fms_batch_2,functional,medium
STRESS-0228,The system shall maintain the reporting state when required to publish emergency telemetry immediately after emergency response entry. Stress scenario page 57 shall preserve traceability for buffer 7.,Telemetry,Reporting,57,daily_uav_fms_batch_2,functional,medium
STRESS-0229,The telemetry function shall report active control mode and mission phase to the ground station. Stress scenario page 58 shall preserve traceability for buffer 8.,Telemetry,Reporting,58,daily_uav_fms_batch_2,functional,medium
STRESS-0230,The system shall maintain the reporting state when required to report active control mode and mission phase to the ground station. Stress scenario page 58 shall preserve traceability for buffer 9.,Telemetry,Reporting,58,daily_uav_fms_batch_2,functional,medium
STRESS-0231,The fms function shall compute LNAV path transitions from active flight-plan legs. Stress scenario page 58 shall preserve traceability for buffer 10.,FMS,LNAV VNAV Fuel Displays,58,daily_uav_fms_batch_2,functional,medium
STRESS-0232,The system shall maintain the lnav vnav fuel displays state when required to compute LNAV path transitions from active flight-plan legs. Stress scenario page 58 shall preserve traceability for buffer 11.,FMS,LNAV VNAV Fuel Displays,58,daily_uav_fms_batch_2,functional,medium
STRESS-0233,The fms function shall compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 59 shall preserve traceability for buffer 12.,FMS,LNAV VNAV Fuel Displays,59,daily_uav_fms_batch_2,functional,medium
STRESS-0234,The system shall maintain the lnav vnav fuel displays state when required to compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 59 shall preserve traceability for buffer 13.,FMS,LNAV VNAV Fuel Displays,59,daily_uav_fms_batch_2,functional,medium
STRESS-0235,The fms function shall integrate fuel remaining with predicted time to destination. Stress scenario page 59 shall preserve traceability for buffer 14.,FMS,LNAV VNAV Fuel Displays,59,daily_uav_fms_batch_2,functional,medium
STRESS-0236,The system shall maintain the lnav vnav fuel displays state when required to integrate fuel remaining with predicted time to destination. Stress scenario page 59 shall preserve traceability for buffer 15.,FMS,LNAV VNAV Fuel Displays,59,daily_uav_fms_batch_2,functional,medium
STRESS-0237,The fms function shall display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 60 shall preserve traceability for buffer 16.,FMS,LNAV VNAV Fuel Displays,60,daily_uav_fms_batch_2,functional,medium
STRESS-0238,The system shall maintain the lnav vnav fuel displays state when required to display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 60 shall preserve traceability for buffer 17.,FMS,LNAV VNAV Fuel Displays,60,daily_uav_fms_batch_2,functional,medium
STRESS-0239,The fms function shall record flight-plan edits in the maintenance log. Stress scenario page 60 shall preserve traceability for buffer 1.,FMS,LNAV VNAV Fuel Displays,60,daily_uav_fms_batch_2,functional,medium
STRESS-0240,The system shall maintain the lnav vnav fuel displays state when required to record flight-plan edits in the maintenance log. Stress scenario page 60 shall preserve traceability for buffer 2.,FMS,LNAV VNAV Fuel Displays,60,daily_uav_fms_batch_2,functional,medium
STRESS-0241,The command authentication function shall authenticate uplink commands before execution. Stress scenario page 61 shall preserve traceability for buffer 3.,Command Authentication,Command Security,61,daily_uav_fms_batch_2,functional,high
STRESS-0242,The system shall maintain the command security state when required to authenticate uplink commands before execution. Stress scenario page 61 shall preserve traceability for buffer 4.,Command Authentication,Command Security,61,daily_uav_fms_batch_2,functional,high
STRESS-0243,The command authentication function shall reject commands with stale sequence counters. Stress scenario page 61 shall preserve traceability for buffer 5.,Command Authentication,Command Security,61,daily_uav_fms_batch_2,functional,high
STRESS-0244,The system shall maintain the command security state when required to reject commands with stale sequence counters. Stress scenario page 61 shall preserve traceability for buffer 6.,Command Authentication,Command Security,61,daily_uav_fms_batch_2,functional,high
STRESS-0245,The command authentication function shall log operator identity for every accepted command. Stress scenario page 62 shall preserve traceability for buffer 7.,Command Authentication,Command Security,62,daily_uav_fms_batch_2,functional,high
STRESS-0246,The system shall maintain the command security state when required to log operator identity for every accepted command. Stress scenario page 62 shall preserve traceability for buffer 8.,Command Authentication,Command Security,62,daily_uav_fms_batch_2,functional,high
STRESS-0247,The command authentication function shall validate command freshness against the configured command timer. Stress scenario page 62 shall preserve traceability for buffer 9.,Command Authentication,Command Security,62,daily_uav_fms_batch_2,functional,high
STRESS-0248,The system shall maintain the command security state when required to validate command freshness against the configured command timer. Stress scenario page 62 shall preserve traceability for buffer 10.,Command Authentication,Command Security,62,daily_uav_fms_batch_2,functional,high
STRESS-0249,The command authentication function shall isolate command buffers after authentication failure. Stress scenario page 63 shall preserve traceability for buffer 11.,Command Authentication,Command Security,63,daily_uav_fms_batch_2,functional,high
STRESS-0250,The system shall maintain the command security state when required to isolate command buffers after authentication failure. Stress scenario page 63 shall preserve traceability for buffer 12.,Command Authentication,Command Security,63,daily_uav_fms_batch_2,functional,high
STRESS-0251,The mission management function shall validate uploaded waypoints before storing the mission plan. Stress scenario page 63 shall preserve traceability for buffer 13.,Mission Management,Mission Upload,63,daily_uav_fms_batch_2,functional,medium
STRESS-0252,The system shall maintain the mission upload state when required to validate uploaded waypoints before storing the mission plan. Stress scenario page 63 shall preserve traceability for buffer 14.,Mission Management,Mission Upload,63,daily_uav_fms_batch_2,functional,medium
STRESS-0253,The mission management function shall reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 64 shall preserve traceability for buffer 15.,Mission Management,Mission Upload,64,daily_uav_fms_batch_2,functional,medium
STRESS-0254,The system shall maintain the mission upload state when required to reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 64 shall preserve traceability for buffer 16.,Mission Management,Mission Upload,64,daily_uav_fms_batch_2,functional,medium
STRESS-0255,The mission management function shall preserve the active mission until the new mission passes validation. Stress scenario page 64 shall preserve traceability for buffer 17.,Mission Management,Mission Upload,64,daily_uav_fms_batch_2,functional,medium
STRESS-0256,The system shall maintain the mission upload state when required to preserve the active mission until the new mission passes validation. Stress scenario page 64 shall preserve traceability for buffer 1.,Mission Management,Mission Upload,64,daily_uav_fms_batch_2,functional,medium
STRESS-0257,The mission management function shall set the mission_ready flag after all waypoints are verified. Stress scenario page 65 shall preserve traceability for buffer 2.,Mission Management,Mission Upload,65,daily_uav_fms_batch_2,functional,medium
STRESS-0258,The system shall maintain the mission upload state when required to set the mission_ready flag after all waypoints are verified. Stress scenario page 65 shall preserve traceability for buffer 3.,Mission Management,Mission Upload,65,daily_uav_fms_batch_2,functional,medium
STRESS-0259,The mission management function shall clear the upload buffer after a failed mission transfer. Stress scenario page 65 shall preserve traceability for buffer 4.,Mission Management,Mission Upload,65,daily_uav_fms_batch_2,functional,medium
STRESS-0260,The system shall maintain the mission upload state when required to clear the upload buffer after a failed mission transfer. Stress scenario page 65 shall preserve traceability for buffer 5.,Mission Management,Mission Upload,65,daily_uav_fms_batch_2,functional,medium
STRESS-0261,The navigation function shall compute navigation state from GPS and inertial reference data. Stress scenario page 66 shall preserve traceability for buffer 6.,Navigation,Sensor Fusion,66,daily_uav_fms_batch_2,functional,medium
STRESS-0262,The system shall maintain the sensor fusion state when required to compute navigation state from GPS and inertial reference data. Stress scenario page 66 shall preserve traceability for buffer 7.,Navigation,Sensor Fusion,66,daily_uav_fms_batch_2,functional,medium
STRESS-0263,The navigation function shall enter inertial fallback when GPS validity is lost. Stress scenario page 66 shall preserve traceability for buffer 8.,Navigation,Sensor Fusion,66,daily_uav_fms_batch_2,functional,medium
STRESS-0264,The system shall maintain the sensor fusion state when required to enter inertial fallback when GPS validity is lost. Stress scenario page 66 shall preserve traceability for buffer 9.,Navigation,Sensor Fusion,66,daily_uav_fms_batch_2,functional,medium
STRESS-0265,The navigation function shall raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 67 shall preserve traceability for buffer 10.,Navigation,Sensor Fusion,67,daily_uav_fms_batch_2,functional,medium
STRESS-0266,The system shall maintain the sensor fusion state when required to raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 67 shall preserve traceability for buffer 11.,Navigation,Sensor Fusion,67,daily_uav_fms_batch_2,functional,medium
STRESS-0267,The navigation function shall publish the selected navigation source to guidance. Stress scenario page 67 shall preserve traceability for buffer 12.,Navigation,Sensor Fusion,67,daily_uav_fms_batch_2,functional,medium
STRESS-0268,The system shall maintain the sensor fusion state when required to publish the selected navigation source to guidance. Stress scenario page 67 shall preserve traceability for buffer 13.,Navigation,Sensor Fusion,67,daily_uav_fms_batch_2,functional,medium
STRESS-0269,The navigation function shall restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 68 shall preserve traceability for buffer 14.,Navigation,Sensor Fusion,68,daily_uav_fms_batch_2,functional,medium
STRESS-0270,The system shall maintain the sensor fusion state when required to restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 68 shall preserve traceability for buffer 15.,Navigation,Sensor Fusion,68,daily_uav_fms_batch_2,functional,medium
STRESS-0271,The guidance function shall select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 68 shall preserve traceability for buffer 16.,Guidance,Waypoint Guidance,68,daily_uav_fms_batch_2,functional,medium
STRESS-0272,The system shall maintain the waypoint guidance state when required to select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 68 shall preserve traceability for buffer 17.,Guidance,Waypoint Guidance,68,daily_uav_fms_batch_2,functional,medium
STRESS-0273,The guidance function shall compute lateral guidance commands from current track and desired path. Stress scenario page 69 shall preserve traceability for buffer 1.,Guidance,Waypoint Guidance,69,daily_uav_fms_batch_2,functional,medium
STRESS-0274,The system shall maintain the waypoint guidance state when required to compute lateral guidance commands from current track and desired path. Stress scenario page 69 shall preserve traceability for buffer 2.,Guidance,Waypoint Guidance,69,daily_uav_fms_batch_2,functional,medium
STRESS-0275,The guidance function shall compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 69 shall preserve traceability for buffer 3.,Guidance,Waypoint Guidance,69,daily_uav_fms_batch_2,functional,medium
STRESS-0276,The system shall maintain the waypoint guidance state when required to compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 69 shall preserve traceability for buffer 4.,Guidance,Waypoint Guidance,69,daily_uav_fms_batch_2,functional,medium
STRESS-0277,The guidance function shall hold the active waypoint when navigation validity is degraded. Stress scenario page 70 shall preserve traceability for buffer 5.,Guidance,Waypoint Guidance,70,daily_uav_fms_batch_2,functional,medium
STRESS-0278,The system shall maintain the waypoint guidance state when required to hold the active waypoint when navigation validity is degraded. Stress scenario page 70 shall preserve traceability for buffer 6.,Guidance,Waypoint Guidance,70,daily_uav_fms_batch_2,functional,medium
STRESS-0279,The guidance function shall output guidance mode status to telemetry. Stress scenario page 70 shall preserve traceability for buffer 7.,Guidance,Waypoint Guidance,70,daily_uav_fms_batch_2,functional,medium
STRESS-0280,The system shall maintain the waypoint guidance state when required to output guidance mode status to telemetry. Stress scenario page 70 shall preserve traceability for buffer 8.,Guidance,Waypoint Guidance,70,daily_uav_fms_batch_2,functional,medium
STRESS-0281,The flight control function shall allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 71 shall preserve traceability for buffer 9.,Flight Control,Automatic Mode,71,daily_uav_fms_batch_2,functional,high
STRESS-0282,The system shall maintain the automatic mode state when required to allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 71 shall preserve traceability for buffer 10.,Flight Control,Automatic Mode,71,daily_uav_fms_batch_2,functional,high
